ID,cue,associations,num_associations,cue_weight,associations_mean_weight,candidates,candidates_connectivity_data,candidates_connectivity_score,solvers_jaccard_mean,solvers_jaccard_std
30,catcher,"[""baseball"", ""rye"", ""pitcher""]",3,110,36.66666666666666,"[""baseball"", ""column"", ""stance"", ""pitcher"", ""rye""]",[],0,1.0,0.0
1647,occult,"[""dark"", ""witch""]",2,46,15.5,"[""exam"", ""cattle"", ""witch"", ""dark"", ""office"", ""hiker""]","[{""alternative_cue"": ""black magic"", ""alternative_cue_novel_associations"": [""witch"", ""dark""], ""num_alternative_cue_novel_associations"": 2}]",1,1.0,0.0
1298,upstream,"[""river"", ""salmon"", ""downstream"", ""water""]",4,105,30.0,"[""salmon"", ""downstream"", ""water"", ""ingredients"", ""river"", ""watch""]","[{""alternative_cue"": ""inlet"", ""alternative_cue_novel_associations"": [""river"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""canal"", ""alternative_cue_novel_associations"": [""river"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""basin"", ""alternative_cue_novel_associations"": [""river"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""downstream"", ""alternative_cue_novel_associations"": [""river"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""overflow"", ""alternative_cue_novel_associations"": [""river"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""raft"", ""alternative_cue_novel_associations"": [""river"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""bridge"", ""alternative_cue_novel_associations"": [""river"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""brook"", ""alternative_cue_novel_associations"": [""river"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""stream"", ""alternative_cue_novel_associations"": [""river"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""rowing"", ""alternative_cue_novel_associations"": [""river"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""otter"", ""alternative_cue_novel_associations"": [""river"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""waterfall"", ""alternative_cue_novel_associations"": [""river"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""delta"", ""alternative_cue_novel_associations"": [""river"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""trout"", ""alternative_cue_novel_associations"": [""river"", ""salmon""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""canoe"", ""alternative_cue_novel_associations"": [""river"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""ferry"", ""alternative_cue_novel_associations"": [""river"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""flowing"", ""alternative_cue_novel_associations"": [""river"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""rapid"", ""alternative_cue_novel_associations"": [""river"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""flow"", ""alternative_cue_novel_associations"": [""river"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""source"", ""alternative_cue_novel_associations"": [""river"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""current"", ""alternative_cue_novel_associations"": [""river"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""kayak"", ""alternative_cue_novel_associations"": [""river"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""fish"", ""alternative_cue_novel_associations"": [""salmon"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""creek"", ""alternative_cue_novel_associations"": [""river"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""dam"", ""alternative_cue_novel_associations"": [""river"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""reed"", ""alternative_cue_novel_associations"": [""river"", ""water""], ""num_alternative_cue_novel_associations"": 2}]",3,0.8666666666666667,0.19
368,oxygen,"[""air"", ""breathe"", ""water""]",3,130,41.0,"[""water"", ""breathe"", ""air"", ""mammal"", ""molasses""]","[{""alternative_cue"": ""hydrogen"", ""alternative_cue_novel_associations"": [""air"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""evaporate"", ""alternative_cue_novel_associations"": [""air"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""lungs"", ""alternative_cue_novel_associations"": [""air"", ""breathe""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""suffocate"", ""alternative_cue_novel_associations"": [""air"", ""breathe""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""exhale"", ""alternative_cue_novel_associations"": [""air"", ""breathe""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""whale"", ""alternative_cue_novel_associations"": [""mammal"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""hovercraft"", ""alternative_cue_novel_associations"": [""air"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""asphyxiate"", ""alternative_cue_novel_associations"": [""air"", ""breathe""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""respiration"", ""alternative_cue_novel_associations"": [""air"", ""breathe""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""inhale"", ""alternative_cue_novel_associations"": [""air"", ""breathe""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""filter"", ""alternative_cue_novel_associations"": [""air"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""vapor"", ""alternative_cue_novel_associations"": [""air"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""pump"", ""alternative_cue_novel_associations"": [""air"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""porpoise"", ""alternative_cue_novel_associations"": [""mammal"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""platypus"", ""alternative_cue_novel_associations"": [""mammal"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""lung"", ""alternative_cue_novel_associations"": [""air"", ""breathe""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""dolphin"", ""alternative_cue_novel_associations"": [""mammal"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""suffocation"", ""alternative_cue_novel_associations"": [""air"", ""breathe""], ""num_alternative_cue_novel_associations"": 2}]",3,1.0,0.0
1064,soil,"[""earth"", ""plant"", ""mud"", ""garden""]",4,128,18.75,"[""earth"", ""shove"", ""garden"", ""mud"", ""plant"", ""shelf""]","[{""alternative_cue"": ""shrub"", ""alternative_cue_novel_associations"": [""garden"", ""plant""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""clay"", ""alternative_cue_novel_associations"": [""earth"", ""mud""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""weed"", ""alternative_cue_novel_associations"": [""garden"", ""plant""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""herb"", ""alternative_cue_novel_associations"": [""garden"", ""plant""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""rhubarb"", ""alternative_cue_novel_associations"": [""garden"", ""plant""], ""num_alternative_cue_novel_associations"": 2}]",2,0.8666666666666667,0.19
1478,bugle,"[""horn"", ""army"", ""brass""]",3,82,19.33333333333333,"[""brass"", ""horn"", ""checkers"", ""army"", ""kiln"", ""jacket""]","[{""alternative_cue"": ""trombone"", ""alternative_cue_novel_associations"": [""brass"", ""horn""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""tuba"", ""alternative_cue_novel_associations"": [""brass"", ""horn""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""trumpet"", ""alternative_cue_novel_associations"": [""brass"", ""horn""], ""num_alternative_cue_novel_associations"": 2}]",1,1.0,0.0
13,fiery,"[""hot"", ""red"", ""flame""]",3,71,23.33333333333333,"[""hot"", ""eye patch"", ""cowboy"", ""red"", ""flame""]","[{""alternative_cue"": ""fire"", ""alternative_cue_novel_associations"": [""hot"", ""flame"", ""red""], ""num_alternative_cue_novel_associations"": 3}, {""alternative_cue"": ""blaze"", ""alternative_cue_novel_associations"": [""hot"", ""flame"", ""red""], ""num_alternative_cue_novel_associations"": 3}, {""alternative_cue"": ""spicy"", ""alternative_cue_novel_associations"": [""hot"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""chilli"", ""alternative_cue_novel_associations"": [""hot"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""chili"", ""alternative_cue_novel_associations"": [""hot"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""pepper"", ""alternative_cue_novel_associations"": [""hot"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""bandana"", ""alternative_cue_novel_associations"": [""red"", ""cowboy""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""flare"", ""alternative_cue_novel_associations"": [""flame"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""lava"", ""alternative_cue_novel_associations"": [""hot"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""foxy"", ""alternative_cue_novel_associations"": [""hot"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""texas"", ""alternative_cue_novel_associations"": [""hot"", ""cowboy""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""flame"", ""alternative_cue_novel_associations"": [""hot"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""fever"", ""alternative_cue_novel_associations"": [""hot"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""sunburn"", ""alternative_cue_novel_associations"": [""hot"", ""red""], ""num_alternative_cue_novel_associations"": 2}]",5,1.0,0.0
1751,investigation,"[""police"", ""detective""]",2,78,31.0,"[""detective"", ""grip"", ""cover"", ""police"", ""alarm"", ""pet""]","[{""alternative_cue"": ""inspector"", ""alternative_cue_novel_associations"": [""police"", ""detective""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""undercover"", ""alternative_cue_novel_associations"": [""police"", ""detective""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""investigator"", ""alternative_cue_novel_associations"": [""police"", ""detective""], ""num_alternative_cue_novel_associations"": 2}]",1,1.0,0.0
107,drought,"[""water"", ""desert"", ""rain""]",3,110,22.0,"[""bun"", ""rain"", ""pocket"", ""water"", ""desert""]","[{""alternative_cue"": ""sprinkle"", ""alternative_cue_novel_associations"": [""rain"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""drench"", ""alternative_cue_novel_associations"": [""rain"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""showers"", ""alternative_cue_novel_associations"": [""rain"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""soaked"", ""alternative_cue_novel_associations"": [""rain"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""condensation"", ""alternative_cue_novel_associations"": [""rain"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""mist"", ""alternative_cue_novel_associations"": [""rain"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""sprinkles"", ""alternative_cue_novel_associations"": [""rain"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""camel"", ""alternative_cue_novel_associations"": [""desert"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""moisture"", ""alternative_cue_novel_associations"": [""rain"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""soak"", ""alternative_cue_novel_associations"": [""rain"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""parched"", ""alternative_cue_novel_associations"": [""desert"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""typhoon"", ""alternative_cue_novel_associations"": [""rain"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""wet"", ""alternative_cue_novel_associations"": [""rain"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""drops"", ""alternative_cue_novel_associations"": [""rain"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""muddy"", ""alternative_cue_novel_associations"": [""rain"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""gutter"", ""alternative_cue_novel_associations"": [""rain"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""shower"", ""alternative_cue_novel_associations"": [""rain"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""pour"", ""alternative_cue_novel_associations"": [""rain"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""deluge"", ""alternative_cue_novel_associations"": [""rain"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""thirst"", ""alternative_cue_novel_associations"": [""desert"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""drip"", ""alternative_cue_novel_associations"": [""rain"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""mirage"", ""alternative_cue_novel_associations"": [""desert"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""puddle"", ""alternative_cue_novel_associations"": [""rain"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""oasis"", ""alternative_cue_novel_associations"": [""desert"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""drop"", ""alternative_cue_novel_associations"": [""rain"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""dew"", ""alternative_cue_novel_associations"": [""rain"", ""water""], ""num_alternative_cue_novel_associations"": 2}]",2,1.0,0.0
1216,blaze,"[""fire"", ""red"", ""flame"", ""hot""]",4,114,31.25,"[""hot"", ""bedroom"", ""fire"", ""stove"", ""flame"", ""red""]","[{""alternative_cue"": ""fiery"", ""alternative_cue_novel_associations"": [""hot"", ""red"", ""flame""], ""num_alternative_cue_novel_associations"": 3}, {""alternative_cue"": ""flare"", ""alternative_cue_novel_associations"": [""fire"", ""red"", ""flame""], ""num_alternative_cue_novel_associations"": 3}, {""alternative_cue"": ""burner"", ""alternative_cue_novel_associations"": [""fire"", ""hot"", ""stove""], ""num_alternative_cue_novel_associations"": 3}, {""alternative_cue"": ""flame"", ""alternative_cue_novel_associations"": [""fire"", ""hot"", ""red""], ""num_alternative_cue_novel_associations"": 3}, {""alternative_cue"": ""fire"", ""alternative_cue_novel_associations"": [""hot"", ""red"", ""flame""], ""num_alternative_cue_novel_associations"": 3}, {""alternative_cue"": ""sunburn"", ""alternative_cue_novel_associations"": [""hot"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""foxy"", ""alternative_cue_novel_associations"": [""hot"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""pepper"", ""alternative_cue_novel_associations"": [""hot"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""cooked"", ""alternative_cue_novel_associations"": [""stove"", ""hot""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""candle"", ""alternative_cue_novel_associations"": [""fire"", ""flame""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""welding"", ""alternative_cue_novel_associations"": [""fire"", ""hot""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""warmth"", ""alternative_cue_novel_associations"": [""fire"", ""hot""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""heating"", ""alternative_cue_novel_associations"": [""fire"", ""hot""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""wick"", ""alternative_cue_novel_associations"": [""fire"", ""flame""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""inflamed"", ""alternative_cue_novel_associations"": [""fire"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""kiln"", ""alternative_cue_novel_associations"": [""fire"", ""hot""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""chilli"", ""alternative_cue_novel_associations"": [""hot"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""chili"", ""alternative_cue_novel_associations"": [""hot"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""oven"", ""alternative_cue_novel_associations"": [""stove"", ""hot""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""burned"", ""alternative_cue_novel_associations"": [""fire"", ""hot""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""ignite"", ""alternative_cue_novel_associations"": [""fire"", ""flame""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""lighter"", ""alternative_cue_novel_associations"": [""fire"", ""flame""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""volcano"", ""alternative_cue_novel_associations"": [""fire"", ""hot""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""firefighter"", ""alternative_cue_novel_associations"": [""fire"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""kindle"", ""alternative_cue_novel_associations"": [""fire"", ""flame""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""firetruck"", ""alternative_cue_novel_associations"": [""fire"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""spicy"", ""alternative_cue_novel_associations"": [""hot"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""heat"", ""alternative_cue_novel_associations"": [""fire"", ""hot""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""fireman"", ""alternative_cue_novel_associations"": [""fire"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""burn"", ""alternative_cue_novel_associations"": [""fire"", ""hot""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""fever"", ""alternative_cue_novel_associations"": [""hot"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""furnace"", ""alternative_cue_novel_associations"": [""fire"", ""hot""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""inferno"", ""alternative_cue_novel_associations"": [""fire"", ""hot""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""stove"", ""alternative_cue_novel_associations"": [""fire"", ""hot""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""infernal"", ""alternative_cue_novel_associations"": [""fire"", ""hot""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""torch"", ""alternative_cue_novel_associations"": [""fire"", ""flame""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""burning"", ""alternative_cue_novel_associations"": [""fire"", ""hot""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""candles"", ""alternative_cue_novel_associations"": [""fire"", ""flame""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""lava"", ""alternative_cue_novel_associations"": [""hot"", ""red""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""flames"", ""alternative_cue_novel_associations"": [""fire"", ""hot""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""extinguish"", ""alternative_cue_novel_associations"": [""fire"", ""flame""], ""num_alternative_cue_novel_associations"": 2}]",9,0.8666666666666667,0.19
340,certificate,"[""paper"", ""award"", ""diploma""]",3,71,22.666666666666668,"[""paper"", ""award"", ""litter"", ""diploma"", ""centimeter""]",[],0,1.0,0.0
1106,holly,"[""ivy"", ""green"", ""berry"", ""plant""]",4,93,15.75,"[""plant"", ""green"", ""ivy"", ""berry"", ""typhoon"", ""catwalk""]","[{""alternative_cue"": ""vines"", ""alternative_cue_novel_associations"": [""green"", ""plant"", ""ivy""], ""num_alternative_cue_novel_associations"": 3}, {""alternative_cue"": ""bush"", ""alternative_cue_novel_associations"": [""green"", ""plant""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""photosynthesis"", ""alternative_cue_novel_associations"": [""green"", ""plant""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""watercress"", ""alternative_cue_novel_associations"": [""green"", ""plant""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""aloe"", ""alternative_cue_novel_associations"": [""green"", ""plant""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""sprout"", ""alternative_cue_novel_associations"": [""green"", ""plant""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""ivy"", ""alternative_cue_novel_associations"": [""green"", ""plant""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""cactus"", ""alternative_cue_novel_associations"": [""green"", ""plant""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""shrub"", ""alternative_cue_novel_associations"": [""green"", ""plant""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""herbal"", ""alternative_cue_novel_associations"": [""green"", ""plant""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""moss"", ""alternative_cue_novel_associations"": [""green"", ""plant""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""foliage"", ""alternative_cue_novel_associations"": [""green"", ""plant""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""stem"", ""alternative_cue_novel_associations"": [""green"", ""plant""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""mint"", ""alternative_cue_novel_associations"": [""green"", ""plant""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""basil"", ""alternative_cue_novel_associations"": [""green"", ""plant""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""fern"", ""alternative_cue_novel_associations"": [""green"", ""plant""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""vegetation"", ""alternative_cue_novel_associations"": [""green"", ""plant""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""tree"", ""alternative_cue_novel_associations"": [""green"", ""plant""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""juniper"", ""alternative_cue_novel_associations"": [""plant"", ""berry""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""clover"", ""alternative_cue_novel_associations"": [""green"", ""plant""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""herb"", ""alternative_cue_novel_associations"": [""green"", ""plant""], ""num_alternative_cue_novel_associations"": 2}]",3,0.8666666666666667,0.19
683,fussy,"[""baby"", ""crying""]",2,51,16.0,"[""hoop"", ""face"", ""crying"", ""baby"", ""notebook""]","[{""alternative_cue"": ""wailing"", ""alternative_cue_novel_associations"": [""crying"", ""baby""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""cheeks"", ""alternative_cue_novel_associations"": [""face"", ""baby""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""whining"", ""alternative_cue_novel_associations"": [""crying"", ""baby""], ""num_alternative_cue_novel_associations"": 2}]",2,1.0,0.0
691,striptease,"[""naked"", ""dance""]",2,50,17.0,"[""dance"", ""naked"", ""thicket"", ""scrabble"", ""accordion""]","[{""alternative_cue"": ""polka"", ""alternative_cue_novel_associations"": [""accordion"", ""dance""], ""num_alternative_cue_novel_associations"": 2}]",1,1.0,0.0
601,polar bear,"[""ice"", ""snow""]",2,121,26.5,"[""mound"", ""niece"", ""visitor"", ""ice"", ""snow""]","[{""alternative_cue"": ""frost"", ""alternative_cue_novel_associations"": [""snow"", ""ice""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""arctic"", ""alternative_cue_novel_associations"": [""snow"", ""ice""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""hail"", ""alternative_cue_novel_associations"": [""snow"", ""ice""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""cold"", ""alternative_cue_novel_associations"": [""snow"", ""ice""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""igloo"", ""alternative_cue_novel_associations"": [""snow"", ""ice""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""south pole"", ""alternative_cue_novel_associations"": [""snow"", ""ice""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""frosty"", ""alternative_cue_novel_associations"": [""snow"", ""ice""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""slushy"", ""alternative_cue_novel_associations"": [""snow"", ""ice""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""north pole"", ""alternative_cue_novel_associations"": [""snow"", ""ice""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""frosted"", ""alternative_cue_novel_associations"": [""snow"", ""ice""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""melt"", ""alternative_cue_novel_associations"": [""snow"", ""ice""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""snowball"", ""alternative_cue_novel_associations"": [""snow"", ""ice""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""frozen"", ""alternative_cue_novel_associations"": [""snow"", ""ice""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""icicle"", ""alternative_cue_novel_associations"": [""snow"", ""ice""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""melting"", ""alternative_cue_novel_associations"": [""snow"", ""ice""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""sliding"", ""alternative_cue_novel_associations"": [""snow"", ""ice""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""freezing"", ""alternative_cue_novel_associations"": [""snow"", ""ice""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""sleet"", ""alternative_cue_novel_associations"": [""snow"", ""ice""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""antarctic"", ""alternative_cue_novel_associations"": [""snow"", ""ice""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""alaska"", ""alternative_cue_novel_associations"": [""snow"", ""ice""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""colder"", ""alternative_cue_novel_associations"": [""snow"", ""ice""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""defrost"", ""alternative_cue_novel_associations"": [""snow"", ""ice""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""thaw"", ""alternative_cue_novel_associations"": [""snow"", ""ice""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""snowman"", ""alternative_cue_novel_associations"": [""snow"", ""ice""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""melted"", ""alternative_cue_novel_associations"": [""snow"", ""ice""], ""num_alternative_cue_novel_associations"": 2}]",1,1.0,0.0
