candidates,cue,associations,score_fool_the_ai,num_associations,annotation_index,num_candidates,solvers_jaccard_mean,solvers_jaccard_std,images_source,ID
"[""heart"", ""money"", ""intestines"", ""seal"", ""journalist"", ""bank""]",cloud,"[""seal"", ""journalist""]",67,2,1736,6,1,0,swow,1416
"[""heart"", ""money"", ""intestines"", ""seal"", ""journalist"", ""bank""]",Benjamin,"[""money"", ""bank""]",67,2,1737,6,1,0,swow,1417
"[""heart"", ""money"", ""intestines"", ""seal"", ""journalist"", ""bank""]",internals,"[""heart"", ""intestines""]",0,2,1738,6,1,0,swow,1418
"[""pit"", ""ambassador"", ""lawyer"", ""stool"", ""court""]",tie,"[""ambassador"", ""lawyer"", ""court""]",80,3,1740,5,1,0,swow,1419
"[""pit"", ""ambassador"", ""lawyer"", ""stool"", ""court""]",panel,"[""ambassador"", ""court""]",67,2,1742,5,1,0,swow,1420
"[""pit"", ""ambassador"", ""lawyer"", ""stool"", ""court""]",lawsuit,"[""ambassador"", ""lawyer"", ""court""]",80,3,1744,5,1,0,swow,1421
"[""pit"", ""ambassador"", ""lawyer"", ""stool"", ""court""]",suit,"[""ambassador"", ""lawyer"", ""court""]",50,3,1745,5,1,0,swow,1422
"[""heart"", ""biscuit"", ""pumpkin"", ""family"", ""gymnastics""]",healthiness,"[""heart"", ""gymnastics""]",0,2,1746,5,1,0,swow,1423
"[""heart"", ""biscuit"", ""pumpkin"", ""family"", ""gymnastics""]",cholesterol,"[""heart"", ""biscuit""]",0,2,1747,5,1,0,swow,1424
"[""heart"", ""biscuit"", ""pumpkin"", ""family"", ""gymnastics""]",thanksgiving,"[""biscuit"", ""pumpkin""]",67,2,1749,5,1,0,swow,1425
"[""poke"", ""sign"", ""yellow"", ""stool"", ""motel"", ""mill""]",furniture,"[""stool"", ""motel""]",67,2,1752,6,1,0,swow,1426
"[""panties"", ""instrument"", ""fire"", ""supermarket"", ""wood"", ""jar""]",food,"[""supermarket"", ""jar""]",100,2,1758,6,1,0,swow,1427
"[""panties"", ""instrument"", ""fire"", ""supermarket"", ""wood"", ""jar""]",seethrough,"[""panties"", ""jar""]",67,2,1760,6,1,0,swow,1428
"[""outfit"", ""fruit"", ""credit card"", ""jam"", ""red""]",sweet,"[""fruit"", ""jam""]",67,2,1764,5,1,0,swow,1429
"[""outfit"", ""fruit"", ""credit card"", ""jam"", ""red""]",taste,"[""fruit"", ""jam""]",67,2,1765,5,1,0,swow,1430
"[""outfit"", ""fruit"", ""credit card"", ""jam"", ""red""]",shopping,"[""outfit"", ""credit card""]",67,2,1767,5,1,0,swow,1431
"[""outfit"", ""fruit"", ""credit card"", ""jam"", ""red""]",poptart,"[""fruit"", ""jam""]",100,2,1768,5,1,0,swow,1432
"[""outfit"", ""fruit"", ""credit card"", ""jam"", ""red""]",jam,"[""fruit"", ""jam""]",67,2,1769,5,1,0,swow,1433
"[""throw"", ""stripe"", ""hot"", ""yoke"", ""camouflage"", ""month""]",payment,"[""stripe"", ""month""]",67,2,1773,6,1,0,swow,1434
"[""sea"", ""lobster"", ""committee"", ""splinter"", ""red""]",red,"[""lobster"", ""red""]",0,2,1776,5,1,0,swow,1435
"[""sea"", ""lobster"", ""committee"", ""splinter"", ""red""]",fingers,"[""lobster"", ""splinter""]",67,2,1777,5,1,0,swow,1436
"[""sea"", ""lobster"", ""committee"", ""splinter"", ""red""]",acquatic,"[""sea"", ""lobster""]",67,2,1778,5,1,0,swow,1437
"[""sea"", ""lobster"", ""committee"", ""splinter"", ""red""]",fishing,"[""sea"", ""lobster""]",67,2,1779,5,1,0,swow,1438
"[""sea"", ""lobster"", ""committee"", ""splinter"", ""red""]",pinch,"[""lobster"", ""splinter""]",67,2,1780,5,1,0,swow,1439
"[""plant"", ""green"", ""ivy"", ""berry"", ""typhoon"", ""catwalk""]",plant,"[""plant"", ""green"", ""ivy"", ""berry""]",0,4,1782,6,0.87,0.19,swow,1440
"[""ring"", ""caterpillar"", ""bottle"", ""jewelry"", ""manual""]",observation,"[""caterpillar"", ""manual""]",67,2,1788,5,1,0,swow,1441
"[""ring"", ""caterpillar"", ""bottle"", ""jewelry"", ""manual""]",shiny,"[""ring"", ""bottle"", ""jewelry""]",50,3,1789,5,1,0,swow,1442
"[""ring"", ""caterpillar"", ""bottle"", ""jewelry"", ""manual""]",expensive,"[""ring"", ""jewelry""]",67,2,1792,5,1,0,swow,1443
"[""ring"", ""caterpillar"", ""bottle"", ""jewelry"", ""manual""]",fashion,"[""ring"", ""jewelry""]",67,2,1793,5,1,0,swow,1444
"[""road"", ""carpet"", ""traffic"", ""nap"", ""calf"", ""champagne""]",birth,"[""nap"", ""calf""]",0,2,1794,6,1,0,swow,1445
"[""road"", ""carpet"", ""traffic"", ""nap"", ""calf"", ""champagne""]",milk,"[""nap"", ""calf""]",0,2,1796,6,1,0,swow,1446
"[""road"", ""carpet"", ""traffic"", ""nap"", ""calf"", ""champagne""]",postnatal,"[""nap"", ""calf""]",0,2,1799,6,1,0,swow,1447
"[""slime"", ""write"", ""book"", ""rock"", ""water"", ""soil""]",garden,"[""rock"", ""water"", ""soil""]",50,3,1802,6,1,0,swow,1448
"[""slime"", ""write"", ""book"", ""rock"", ""water"", ""soil""]",miner,"[""rock"", ""soil""]",0,2,1804,6,1,0,swow,1449
"[""martini"", ""alcohol"", ""teaspoon"", ""carpet"", ""drink""]",drinks,"[""martini"", ""alcohol"", ""drink""]",0,3,1806,5,1,0,swow,1450
"[""martini"", ""alcohol"", ""teaspoon"", ""carpet"", ""drink""]",containers,"[""martini"", ""alcohol""]",67,2,1807,5,1,0,swow,1451
"[""martini"", ""alcohol"", ""teaspoon"", ""carpet"", ""drink""]",labels,"[""martini"", ""alcohol""]",0,2,1808,5,1,0,swow,1452
"[""martini"", ""alcohol"", ""teaspoon"", ""carpet"", ""drink""]",mixer,"[""martini"", ""alcohol"", ""teaspoon""]",50,3,1810,5,0.83,0.24,swow,1453
"[""cat"", ""chasm"", ""alphabet"", ""sap"", ""snake""]",real,"[""cat"", ""snake""]",67,2,1813,5,1,0,swow,1454
"[""cat"", ""chasm"", ""alphabet"", ""sap"", ""snake""]",startle,"[""cat"", ""snake""]",0,2,1815,5,1,0,swow,1455
"[""cat"", ""chasm"", ""alphabet"", ""sap"", ""snake""]",toward,"[""cat"", ""chasm"", ""snake""]",50,3,1816,5,1,0,swow,1456
"[""pharmacy"", ""ruler"", ""whisper"", ""hotel"", ""dinosaur"", ""dead""]",walk,"[""dinosaur"", ""dead""]",0,2,1819,6,1,0,swow,1457
"[""pharmacy"", ""ruler"", ""whisper"", ""hotel"", ""dinosaur"", ""dead""]",gender,"[""pharmacy"", ""whisper""]",67,2,1820,6,1,0,swow,1458
"[""pharmacy"", ""ruler"", ""whisper"", ""hotel"", ""dinosaur"", ""dead""]",hairstyle,"[""pharmacy"", ""whisper""]",67,2,1821,6,1,0,swow,1459
"[""pharmacy"", ""ruler"", ""whisper"", ""hotel"", ""dinosaur"", ""dead""]",surprise,"[""whisper"", ""dinosaur""]",67,2,1822,6,1,0,swow,1460
"[""brook"", ""makeup"", ""buyer"", ""money"", ""merchant""]",invest,"[""buyer"", ""money""]",67,2,1824,5,1,0,swow,1461
"[""brook"", ""makeup"", ""buyer"", ""money"", ""merchant""]",thumb,"[""buyer"", ""money""]",67,2,1825,5,1,0,swow,1462
"[""brook"", ""makeup"", ""buyer"", ""money"", ""merchant""]",beauty,"[""makeup"", ""merchant""]",67,2,1826,5,1,0,swow,1463
"[""brook"", ""makeup"", ""buyer"", ""money"", ""merchant""]",hand,"[""brook"", ""buyer"", ""money""]",0,3,1827,5,1,0,swow,1464
"[""brook"", ""makeup"", ""buyer"", ""money"", ""merchant""]",cash,"[""buyer"", ""money""]",0,2,1828,5,1,0,swow,1465
"[""brook"", ""makeup"", ""buyer"", ""money"", ""merchant""]",funds,"[""buyer"", ""money""]",0,2,1829,5,1,0,swow,1466
"[""shield"", ""army"", ""litter"", ""fight"", ""dresser"", ""human""]",force,"[""shield"", ""army"", ""fight""]",0,3,1830,6,1,0,swow,1467
"[""shield"", ""army"", ""litter"", ""fight"", ""dresser"", ""human""]",aggression,"[""army"", ""fight"", ""human""]",80,3,1831,6,0.83,0.24,swow,1468
"[""shield"", ""army"", ""litter"", ""fight"", ""dresser"", ""human""]",security,"[""shield"", ""army""]",67,2,1832,6,1,0,swow,1469
"[""shield"", ""army"", ""litter"", ""fight"", ""dresser"", ""human""]",martial,"[""army"", ""fight""]",67,2,1833,6,1,0,swow,1470
"[""shield"", ""army"", ""litter"", ""fight"", ""dresser"", ""human""]",protect,"[""shield"", ""army""]",67,2,1834,6,1,0,swow,1471
"[""camera"", ""family"", ""art"", ""nail polish"", ""smirk"", ""knife""]",colorful,"[""family"", ""art"", ""nail polish""]",50,3,1836,6,1,0,swow,1472
"[""camera"", ""family"", ""art"", ""nail polish"", ""smirk"", ""knife""]",horror,"[""art"", ""knife""]",67,2,1838,6,1,0,swow,1473
"[""camera"", ""family"", ""art"", ""nail polish"", ""smirk"", ""knife""]",expression,"[""art"", ""smirk""]",0,2,1839,6,1,0,swow,1474
"[""camera"", ""family"", ""art"", ""nail polish"", ""smirk"", ""knife""]",target,"[""camera"", ""knife""]",67,2,1840,6,1,0,swow,1475
"[""camera"", ""family"", ""art"", ""nail polish"", ""smirk"", ""knife""]",emotion,"[""art"", ""smirk""]",0,2,1841,6,1,0,swow,1476
"[""taxi"", ""fabric"", ""rooster"", ""rye"", ""chicken""]",legs,"[""rooster"", ""chicken""]",67,2,1842,5,1,0,swow,1477
"[""taxi"", ""fabric"", ""rooster"", ""rye"", ""chicken""]",skill,"[""taxi"", ""chicken""]",67,2,1843,5,1,0,swow,1478
"[""taxi"", ""fabric"", ""rooster"", ""rye"", ""chicken""]",bird,"[""rooster"", ""chicken""]",67,2,1844,5,1,0,swow,1479
"[""taxi"", ""fabric"", ""rooster"", ""rye"", ""chicken""]",food,"[""rooster"", ""rye"", ""chicken""]",0,3,1845,5,1,0,swow,1480
"[""taxi"", ""fabric"", ""rooster"", ""rye"", ""chicken""]",seeds,"[""rooster"", ""rye""]",67,2,1847,5,1,0,swow,1481
"[""coin"", ""copper"", ""broccoli"", ""money"", ""worm""]",value,"[""coin"", ""money""]",0,2,1853,5,1,0,swow,1482
"[""letter"", ""text"", ""email"", ""model"", ""dolly""]",write,"[""letter"", ""email""]",0,2,1856,5,1,0,swow,1483
"[""letter"", ""text"", ""email"", ""model"", ""dolly""]",communicate,"[""letter"", ""text"", ""email""]",50,3,1857,5,1,0,swow,1484
"[""letter"", ""text"", ""email"", ""model"", ""dolly""]",Language,"[""letter"", ""text""]",67,2,1858,5,1,0,swow,1485
"[""hot"", ""speaker"", ""candle"", ""manure"", ""burn""]",phalanges,"[""manure"", ""burn""]",67,2,1860,5,1,0,swow,1486
"[""hot"", ""speaker"", ""candle"", ""manure"", ""burn""]",burn,"[""hot"", ""candle""]",67,2,1861,5,1,0,swow,1487
"[""hot"", ""speaker"", ""candle"", ""manure"", ""burn""]",blistering,"[""hot"", ""candle"", ""burn""]",50,3,1862,5,1,0,swow,1488
"[""hot"", ""speaker"", ""candle"", ""manure"", ""burn""]",base,"[""speaker"", ""manure""]",67,2,1863,5,1,0,swow,1489
"[""hot"", ""speaker"", ""candle"", ""manure"", ""burn""]",discomfort,"[""hot"", ""burn""]",0,2,1865,5,1,0,swow,1490
"[""poet"", ""judo"", ""blade"", ""cut"", ""movie"", ""wood""]",grab,"[""poet"", ""judo"", ""blade"", ""cut""]",40,4,1869,6,1,0,swow,1491
"[""poet"", ""judo"", ""blade"", ""cut"", ""movie"", ""wood""]",perform,"[""poet"", ""judo"", ""blade"", ""movie""]",40,4,1870,6,1,0,swow,1492
"[""horse"", ""cider"", ""groceries"", ""hat"", ""diner""]",pinacolada,"[""cider"", ""groceries""]",100,2,1873,5,1,0,swow,1493
"[""horse"", ""cider"", ""groceries"", ""hat"", ""diner""]",leather,"[""horse"", ""hat"", ""diner""]",0,3,1876,5,1,0,swow,1494
"[""paper"", ""trap"", ""cloth"", ""formula"", ""food"", ""dinner""]",full,"[""food"", ""dinner""]",100,2,1878,6,1,0,swow,1495
"[""paper"", ""trap"", ""cloth"", ""formula"", ""food"", ""dinner""]",poop,"[""food"", ""dinner""]",100,2,1879,6,1,0,swow,1496
"[""orange"", ""snout"", ""greens"", ""fruit"", ""penny""]",round,"[""snout"", ""fruit"", ""penny""]",50,3,1886,5,0.83,0.24,swow,1497
"[""orange"", ""snout"", ""greens"", ""fruit"", ""penny""]",circle,"[""snout"", ""penny""]",100,2,1887,5,1,0,swow,1498
"[""orange"", ""snout"", ""greens"", ""fruit"", ""penny""]",circle,"[""snout"", ""penny""]",100,2,1888,5,1,0,swow,1499
"[""circle"", ""circus"", ""makeup"", ""nose"", ""beach""]",breathe,"[""circus"", ""nose""]",67,2,1890,5,1,0,swow,1500
"[""circle"", ""circus"", ""makeup"", ""nose"", ""beach""]",target,"[""circle"", ""circus""]",67,2,1892,5,1,0,swow,1501
"[""circle"", ""circus"", ""makeup"", ""nose"", ""beach""]",art,"[""circus"", ""makeup""]",100,2,1893,5,1,0,swow,1502
"[""circle"", ""circus"", ""makeup"", ""nose"", ""beach""]",breathing,"[""circus"", ""nose"", ""beach""]",50,3,1894,5,1,0,swow,1503
"[""musician"", ""plaid"", ""music"", ""roof"", ""speck"", ""violin""]",performance,"[""musician"", ""music"", ""speck"", ""violin""]",40,4,1896,6,1,0,swow,1504
"[""musician"", ""plaid"", ""music"", ""roof"", ""speck"", ""violin""]",enjoy,"[""musician"", ""speck""]",100,2,1897,6,1,0,swow,1505
"[""musician"", ""plaid"", ""music"", ""roof"", ""speck"", ""violin""]",mouth,"[""musician"", ""speck""]",100,2,1901,6,1,0,swow,1506
"[""fly"", ""werewolf"", ""bullseye"", ""air"", ""sky""]",yuck,"[""fly"", ""werewolf""]",67,2,1906,5,1,0,swow,1507
"[""fly"", ""werewolf"", ""bullseye"", ""air"", ""sky""]",circular,"[""fly"", ""bullseye"", ""air""]",0,3,1907,5,0.83,0.24,swow,1508
"[""snap"", ""caravan"", ""clover"", ""officer"", ""queen"", ""letter""]",England,"[""officer"", ""queen""]",0,2,1910,6,1,0,swow,1509
"[""snap"", ""caravan"", ""clover"", ""officer"", ""queen"", ""letter""]",charm,"[""clover"", ""queen""]",67,2,1911,6,1,0,swow,1510
"[""snap"", ""caravan"", ""clover"", ""officer"", ""queen"", ""letter""]",human,"[""officer"", ""queen""]",67,2,1912,6,1,0,swow,1511
"[""snap"", ""caravan"", ""clover"", ""officer"", ""queen"", ""letter""]",outfit,"[""officer"", ""queen""]",67,2,1913,6,1,0,swow,1512
"[""gondola"", ""soot"", ""park"", ""playground"", ""children"", ""frown""]",climb,"[""park"", ""playground""]",0,2,1915,6,1,0,swow,1513
"[""gondola"", ""soot"", ""park"", ""playground"", ""children"", ""frown""]",play,"[""park"", ""playground"", ""children""]",50,3,1916,6,1,0,swow,1514
"[""gondola"", ""soot"", ""park"", ""playground"", ""children"", ""frown""]",emotional,"[""children"", ""frown""]",67,2,1918,6,1,0,swow,1515
"[""raccoon"", ""wash"", ""water"", ""gas"", ""cream"", ""hot""]",hot,"[""gas"", ""hot""]",0,2,1920,6,1,0,swow,1516
"[""raccoon"", ""wash"", ""water"", ""gas"", ""cream"", ""hot""]",cool,"[""water"", ""cream""]",67,2,1921,6,1,0,swow,1517
"[""raccoon"", ""wash"", ""water"", ""gas"", ""cream"", ""hot""]",crave,"[""water"", ""cream""]",0,2,1923,6,1,0,swow,1518
"[""raccoon"", ""wash"", ""water"", ""gas"", ""cream"", ""hot""]",indulgence,"[""wash"", ""cream""]",67,2,1924,6,1,0,swow,1519
"[""raccoon"", ""wash"", ""water"", ""gas"", ""cream"", ""hot""]",embers,"[""gas"", ""hot""]",67,2,1925,6,1,0,swow,1520
"[""square"", ""beer"", ""digits"", ""blower"", ""alcohol""]",partytime,"[""beer"", ""alcohol""]",67,2,1927,5,1,0,swow,1521
"[""square"", ""beer"", ""digits"", ""blower"", ""alcohol""]",label,"[""beer"", ""alcohol""]",67,2,1929,5,1,0,swow,1522
"[""square"", ""beer"", ""digits"", ""blower"", ""alcohol""]",grid,"[""digits"", ""alcohol""]",0,2,1930,5,1,0,swow,1523
"[""people"", ""businessman"", ""music"", ""sweater"", ""chain"", ""diving""]",fashion,"[""businessman"", ""sweater"", ""chain""]",0,3,1932,6,1,0,swow,1524
"[""people"", ""businessman"", ""music"", ""sweater"", ""chain"", ""diving""]",group,"[""people"", ""diving""]",100,2,1933,6,1,0,swow,1525
"[""people"", ""businessman"", ""music"", ""sweater"", ""chain"", ""diving""]",together,"[""people"", ""diving""]",100,2,1934,6,1,0,swow,1526
"[""people"", ""businessman"", ""music"", ""sweater"", ""chain"", ""diving""]",sleeves,"[""businessman"", ""sweater""]",0,2,1935,6,1,0,swow,1527
"[""people"", ""businessman"", ""music"", ""sweater"", ""chain"", ""diving""]",multiple,"[""people"", ""diving""]",100,2,1936,6,1,0,swow,1528
"[""baseball"", ""mark"", ""nun"", ""polish"", ""audience"", ""tennis""]",villain,"[""mark"", ""nun""]",0,2,1940,6,1,0,swow,1529
"[""baseball"", ""mark"", ""nun"", ""polish"", ""audience"", ""tennis""]",happy,"[""baseball"", ""mark""]",67,2,1942,6,1,0,swow,1530
"[""baseball"", ""mark"", ""nun"", ""polish"", ""audience"", ""tennis""]",competitive,"[""baseball"", ""audience"", ""tennis""]",50,3,1943,6,0.83,0.24,swow,1531
"[""color"", ""skin"", ""sting"", ""street"", ""dye"", ""lumberjack""]",colors,"[""color"", ""street"", ""dye""]",0,3,1944,6,1,0,swow,1532
"[""color"", ""skin"", ""sting"", ""street"", ""dye"", ""lumberjack""]",outside,"[""street"", ""lumberjack""]",100,2,1945,6,1,0,swow,1533
"[""color"", ""skin"", ""sting"", ""street"", ""dye"", ""lumberjack""]",rotate,"[""color"", ""dye""]",67,2,1947,6,1,0,swow,1534
"[""color"", ""skin"", ""sting"", ""street"", ""dye"", ""lumberjack""]",Collar,"[""sting"", ""lumberjack""]",0,2,1949,6,1,0,swow,1535
"[""window"", ""hit"", ""glass"", ""oatmeal"", ""monkey"", ""trousers""]",eaten,"[""hit"", ""oatmeal"", ""monkey""]",0,3,1953,6,0.83,0.24,swow,1536
"[""window"", ""hit"", ""glass"", ""oatmeal"", ""monkey"", ""trousers""]",snack,"[""hit"", ""oatmeal""]",0,2,1954,6,1,0,swow,1537
"[""window"", ""hit"", ""glass"", ""oatmeal"", ""monkey"", ""trousers""]",rugged,"[""monkey"", ""trousers""]",0,2,1955,6,1,0,swow,1538
"[""face"", ""man"", ""male"", ""paper towel"", ""grey"", ""art""]",artsy,"[""male"", ""art""]",67,2,1956,6,1,0,swow,1539
"[""face"", ""man"", ""male"", ""paper towel"", ""grey"", ""art""]",medium,"[""male"", ""art""]",100,2,1961,6,1,0,swow,1540
"[""garlic"", ""sword"", ""womb"", ""bee"", ""group"", ""family""]",prolife,"[""womb"", ""family""]",67,2,1964,6,1,0,swow,1541
"[""garlic"", ""sword"", ""womb"", ""bee"", ""group"", ""family""]",nurture,"[""womb"", ""group"", ""family""]",80,3,1966,6,0.83,0.24,swow,1542
"[""garlic"", ""sword"", ""womb"", ""bee"", ""group"", ""family""]",bond,"[""womb"", ""group"", ""family""]",80,3,1967,6,1,0,swow,1543
"[""restaurant"", ""horse"", ""honey"", ""conditioner"", ""car""]",mustang,"[""horse"", ""car""]",0,2,1970,5,1,0,swow,1544
"[""restaurant"", ""horse"", ""honey"", ""conditioner"", ""car""]",race,"[""horse"", ""car""]",0,2,1971,5,1,0,swow,1545
"[""restaurant"", ""horse"", ""honey"", ""conditioner"", ""car""]",transport,"[""horse"", ""car""]",0,2,1972,5,1,0,swow,1546
"[""restaurant"", ""horse"", ""honey"", ""conditioner"", ""car""]",liquid,"[""honey"", ""conditioner""]",67,2,1973,5,1,0,swow,1547
"[""magician"", ""school"", ""money"", ""nights"", ""shampoo"", ""secretary""]",entertain,"[""magician"", ""nights""]",67,2,1974,6,1,0,swow,1548
"[""magician"", ""school"", ""money"", ""nights"", ""shampoo"", ""secretary""]",gentlemen,"[""magician"", ""nights""]",67,2,1976,6,1,0,swow,1549
"[""magician"", ""school"", ""money"", ""nights"", ""shampoo"", ""secretary""]",room,"[""school"", ""secretary""]",0,2,1977,6,1,0,swow,1550
"[""magician"", ""school"", ""money"", ""nights"", ""shampoo"", ""secretary""]",hair,"[""magician"", ""shampoo"", ""secretary""]",50,3,1978,6,0.83,0.24,swow,1551
"[""magician"", ""school"", ""money"", ""nights"", ""shampoo"", ""secretary""]",store,"[""money"", ""nights"", ""shampoo""]",50,3,1979,6,1,0,swow,1552
"[""stream"", ""river"", ""water"", ""knoll"", ""groan""]",undeveloped,"[""stream"", ""river""]",67,2,1980,5,1,0,swow,1553
"[""stream"", ""river"", ""water"", ""knoll"", ""groan""]",drip,"[""stream"", ""river"", ""water""]",50,3,1982,5,1,0,swow,1554
"[""stream"", ""river"", ""water"", ""knoll"", ""groan""]",babble,"[""stream"", ""river""]",67,2,1984,5,1,0,swow,1555
"[""stream"", ""river"", ""water"", ""knoll"", ""groan""]",fresh,"[""stream"", ""river"", ""water""]",50,3,1985,5,1,0,swow,1556
"[""carrot"", ""money"", ""witch"", ""prize"", ""theater""]",perform,"[""witch"", ""theater""]",0,2,1987,5,1,0,swow,1557
"[""carrot"", ""money"", ""witch"", ""prize"", ""theater""]",act,"[""witch"", ""theater""]",67,2,1990,5,1,0,swow,1558
"[""carrot"", ""money"", ""witch"", ""prize"", ""theater""]",celebrate,"[""money"", ""prize""]",67,2,1991,5,1,0,swow,1559
"[""peanuts"", ""pat"", ""woods"", ""bed"", ""sleep""]",dim,"[""woods"", ""sleep""]",67,2,1992,5,1,0,swow,1560
"[""peanuts"", ""pat"", ""woods"", ""bed"", ""sleep""]",gender,"[""pat"", ""sleep""]",67,2,1993,5,1,0,swow,1561
"[""peanuts"", ""pat"", ""woods"", ""bed"", ""sleep""]",quiet,"[""woods"", ""bed"", ""sleep""]",0,3,1994,5,1,0,swow,1562
"[""peanuts"", ""pat"", ""woods"", ""bed"", ""sleep""]",shoulder,"[""pat"", ""sleep""]",0,2,1996,5,1,0,swow,1563
"[""peanuts"", ""pat"", ""woods"", ""bed"", ""sleep""]",head,"[""pat"", ""sleep""]",0,2,1997,5,1,0,swow,1564
"[""cone"", ""employee"", ""hoodie"", ""student"", ""petroleum"", ""sock""]",caution,"[""cone"", ""petroleum""]",67,2,1998,6,1,0,swow,1565
"[""cone"", ""employee"", ""hoodie"", ""student"", ""petroleum"", ""sock""]",participate,"[""employee"", ""student""]",67,2,1999,6,1,0,swow,1566
"[""cone"", ""employee"", ""hoodie"", ""student"", ""petroleum"", ""sock""]",danger,"[""cone"", ""petroleum""]",0,2,2001,6,1,0,swow,1567
"[""cone"", ""employee"", ""hoodie"", ""student"", ""petroleum"", ""sock""]",winter,"[""hoodie"", ""sock""]",0,2,2003,6,1,0,swow,1568
"[""bus"", ""train"", ""tray"", ""subway"", ""helmet""]",commute,"[""bus"", ""train"", ""helmet""]",0,3,2004,5,0.83,0.24,swow,1569
"[""bus"", ""train"", ""tray"", ""subway"", ""helmet""]",tour,"[""bus"", ""train""]",67,2,2005,5,1,0,swow,1570
"[""bus"", ""train"", ""tray"", ""subway"", ""helmet""]",ticket,"[""bus"", ""train""]",67,2,2006,5,1,0,swow,1571
"[""bus"", ""train"", ""tray"", ""subway"", ""helmet""]",crash,"[""bus"", ""train"", ""helmet""]",80,3,2008,5,1,0,swow,1572
"[""bus"", ""train"", ""tray"", ""subway"", ""helmet""]",accident,"[""bus"", ""train"", ""helmet""]",80,3,2009,5,1,0,swow,1573
"[""cow"", ""cupboard"", ""coral"", ""singer"", ""milk"", ""thunder""]",element,"[""coral"", ""thunder""]",100,2,2010,6,1,0,swow,1574
"[""cow"", ""cupboard"", ""coral"", ""singer"", ""milk"", ""thunder""]",pasture,"[""cow"", ""milk""]",0,2,2011,6,1,0,swow,1575
"[""cow"", ""cupboard"", ""coral"", ""singer"", ""milk"", ""thunder""]",electricity,"[""singer"", ""thunder""]",67,2,2012,6,1,0,swow,1576
"[""cow"", ""cupboard"", ""coral"", ""singer"", ""milk"", ""thunder""]",liquid,"[""coral"", ""milk""]",67,2,2013,6,1,0,swow,1577
"[""cow"", ""cupboard"", ""coral"", ""singer"", ""milk"", ""thunder""]",pasteurize,"[""cow"", ""milk""]",0,2,2014,6,1,0,swow,1578
"[""ebay"", ""mortar"", ""money"", ""burger"", ""hanger""]",trade,"[""ebay"", ""money""]",67,2,2018,5,1,0,swow,1579
"[""ebay"", ""mortar"", ""money"", ""burger"", ""hanger""]",exchange,"[""ebay"", ""money""]",67,2,2019,5,1,0,swow,1580
"[""ebay"", ""mortar"", ""money"", ""burger"", ""hanger""]",sell,"[""ebay"", ""money""]",67,2,2020,5,1,0,swow,1581
"[""ebay"", ""mortar"", ""money"", ""burger"", ""hanger""]",shop,"[""ebay"", ""money""]",67,2,2021,5,1,0,swow,1582
"[""sea"", ""article"", ""food"", ""shell"", ""clam"", ""rattle""]",shell,"[""shell"", ""clam""]",0,2,2022,6,1,0,swow,1583
"[""sea"", ""article"", ""food"", ""shell"", ""clam"", ""rattle""]",tasty,"[""food"", ""clam""]",67,2,2023,6,1,0,swow,1584
"[""sea"", ""article"", ""food"", ""shell"", ""clam"", ""rattle""]",pearl,"[""sea"", ""shell"", ""clam""]",80,3,2026,6,0.83,0.24,swow,1585
"[""sea"", ""article"", ""food"", ""shell"", ""clam"", ""rattle""]",crab,"[""sea"", ""shell"", ""clam""]",80,3,2027,6,0.83,0.24,swow,1586
"[""chick"", ""ankle"", ""hot"", ""coop"", ""jogger"", ""nose""]",breakfast,"[""chick"", ""coop""]",67,2,2028,6,1,0,swow,1587
"[""chick"", ""ankle"", ""hot"", ""coop"", ""jogger"", ""nose""]",eggs,"[""chick"", ""coop""]",67,2,2029,6,1,0,swow,1588
"[""chick"", ""ankle"", ""hot"", ""coop"", ""jogger"", ""nose""]",cardio,"[""ankle"", ""jogger""]",67,2,2032,6,1,0,swow,1589
"[""painter"", ""drawer"", ""click"", ""thief"", ""engine"", ""cash""]",loot,"[""thief"", ""cash""]",67,2,2034,6,1,0,swow,1590
"[""painter"", ""drawer"", ""click"", ""thief"", ""engine"", ""cash""]",carefully,"[""painter"", ""thief""]",67,2,2035,6,1,0,swow,1591
"[""painter"", ""drawer"", ""click"", ""thief"", ""engine"", ""cash""]",valuables,"[""thief"", ""cash""]",0,2,2037,6,1,0,swow,1592
"[""attic"", ""oil"", ""spit"", ""skin"", ""hair"", ""liner""]",decorative,"[""attic"", ""hair""]",0,2,2040,6,1,0,swow,1593
"[""attic"", ""oil"", ""spit"", ""skin"", ""hair"", ""liner""]",human,"[""spit"", ""hair""]",67,2,2045,6,1,0,swow,1594
"[""dinner"", ""drugs"", ""alcohol"", ""oregano"", ""gut""]",probiotic,"[""drugs"", ""gut""]",67,2,2046,5,1,0,swow,1595
"[""dinner"", ""drugs"", ""alcohol"", ""oregano"", ""gut""]",addict,"[""drugs"", ""alcohol""]",0,2,2047,5,1,0,swow,1596
"[""dinner"", ""drugs"", ""alcohol"", ""oregano"", ""gut""]",cooking,"[""dinner"", ""alcohol"", ""oregano""]",0,3,2048,5,1,0,swow,1597
"[""dinner"", ""drugs"", ""alcohol"", ""oregano"", ""gut""]",digest,"[""dinner"", ""gut""]",100,2,2051,5,1,0,swow,1598
"[""hill"", ""back"", ""road"", ""tab"", ""gang"", ""camel""]",yellow,"[""road"", ""tab""]",67,2,2054,6,1,0,swow,1599
