ID,cue,associations,num_associations,cue_weight,associations_mean_weight,candidates,candidates_connectivity_score,solvers_jaccard_mean,solvers_jaccard_std
1686,android,"[""robot"", ""phone""]",2,139,63.5,"[""cantaloupe"", ""woman"", ""martini"", ""snow"", ""phone"", ""robot""]",1,1,0
997,leg,"[""arm"", ""foot"", ""limb"", ""knee""]",4,90,25.75,"[""foot"", ""arm"", ""limb"", ""circus"", ""knee"", ""teepee""]",3,1,0
1451,shallow,"[""water"", ""pool"", ""grave""]",3,89,24,"[""saw"", ""ladder"", ""grave"", ""boyfriend"", ""water"", ""pool""]",2,0.833333333,0.24
1836,net,"[""fish"", ""catch""]",2,102,33,"[""catch"", ""hamster"", ""train"", ""fish"", ""joystick"", ""screwdriver""]",1,1,0
770,vicar,"[""priest"", ""church""]",2,84,36,"[""document"", ""towel"", ""priest"", ""redhead"", ""church""]",1,1,0
256,surgery,"[""doctor"", ""hospital"", ""cut""]",3,72,23.33333333,"[""hospital"", ""acrobat"", ""cut"", ""doctor"", ""palm tree""]",2,1,0
795,matey,"[""pirate"", ""ship""]",2,82,25.5,"[""tin"", ""pirate"", ""ship"", ""orphanage"", ""pasta""]",1,1,0
203,shapes,"[""square"", ""triangle"", ""circle""]",3,99,33,"[""square"", ""circle"", ""book"", ""city"", ""triangle""]",4,1,0
1457,strawberries,"[""red"", ""fruit"", ""cream""]",3,135,40,"[""road"", ""fruit"", ""red"", ""octopus"", ""cream"", ""pedal""]",2,1,0
1054,mcdonald's,"[""burger"", ""fat"", ""food"", ""fast food""]",4,68,21.25,"[""burger"", ""personal computer"", ""fast food"", ""fat"", ""roof"", ""food""]",4,0.866666667,0.19
39,roasting,"[""chicken"", ""hot"", ""oven""]",3,68,22.66666667,"[""key"", ""chicken"", ""swat"", ""hot"", ""oven""]",3,1,0
328,tombstone,"[""grave"", ""pizza"", ""graveyard""]",3,115,26.66666667,"[""swat"", ""grave"", ""pizza"", ""graveyard"", ""arms""]",1,0.833333333,0.24
1498,demolition,"[""building"", ""man"", ""derby""]",3,78,15,"[""liver"", ""cellphone"", ""building"", ""derby"", ""maid"", ""man""]",0,0.833333333,0.24
677,fragrant,"[""perfume"", ""flower""]",2,117,37.5,"[""crab"", ""flower"", ""software"", ""sage"", ""perfume""]",1,1,0
909,pharmacist,"[""drugs"", ""medicine""]",2,97,39,"[""moat"", ""medicine"", ""drugs"", ""fruit"", ""fertilizer""]",1,1,0
1534,parking ticket,"[""car"", ""police"", ""money""]",3,90,22.66666667,"[""car"", ""bathroom"", ""drawing"", ""baking"", ""money"", ""police""]",3,1,0
1258,sinker,"[""fishing"", ""hook"", ""water"", ""line""]",4,65,19.75,"[""polar bear"", ""fishing"", ""line"", ""snot"", ""water"", ""hook""]",4,0.866666667,0.19
111,skate,"[""ice"", ""board"", ""roller""]",3,108,36,"[""roller"", ""composer"", ""board"", ""loom"", ""ice""]",1,0.833333333,0.24
1084,moss,"[""green"", ""tree"", ""grass"", ""plant""]",4,98,27.5,"[""bug"", ""tree"", ""bean"", ""green"", ""plant"", ""grass""]",12,0.866666667,0.19
240,wrestler,"[""ring"", ""fight"", ""olympics""]",3,42,12.66666667,"[""olympics"", ""ring"", ""envelope"", ""crane"", ""fight""]",1,0.833333333,0.24
150,paddock,"[""horse"", ""grass"", ""field""]",3,80,26.66666667,"[""horse"", ""grass"", ""sandwich"", ""duct"", ""field""]",3,1,0
387,bounty,"[""hunter"", ""money"", ""treasure""]",3,75,23.33333333,"[""money"", ""hunter"", ""treasure"", ""teaspoon"", ""golf""]",1,0.833333333,0.24
54,chivalry,"[""knight"", ""dead"", ""men""]",3,81,26.33333333,"[""dead"", ""knight"", ""sink"", ""men"", ""infant""]",0,0.833333333,0.24
834,exchange,"[""money"", ""stock""]",2,93,24.5,"[""turkey"", ""tights"", ""prisoner"", ""stock"", ""money""]",1,1,0
1894,parmesan,"[""cheese"", ""spaghetti""]",2,168,61,"[""spaghetti"", ""bride"", ""cheese"", ""shore"", ""pipe"", ""cage""]",1,1,0
310,route,"[""map"", ""car"", ""street""]",3,80,15.33333333,"[""brother"", ""car"", ""map"", ""raccoon"", ""street""]",2,1,0
559,infertile,"[""baby"", ""woman""]",2,60,15,"[""baby"", ""puzzle"", ""rainbow"", ""woman"", ""canal""]",1,1,0
402,crab,"[""sea"", ""lobster"", ""red""]",3,48,15.66666667,"[""sea"", ""lobster"", ""committee"", ""splinter"", ""red""]",1,0.833333333,0.24
1013,saturated,"[""wet"", ""fat"", ""water"", ""color""]",4,105,21.5,"[""chief"", ""wet"", ""fat"", ""water"", ""grain"", ""color""]",4,1,0
58,penny,"[""copper"", ""money"", ""coin""]",3,103,34.33333333,"[""coin"", ""copper"", ""broccoli"", ""money"", ""worm""]",2,1,0
984,photosynthesis,"[""green"", ""plant"", ""light"", ""sun""]",4,116,31.75,"[""sun"", ""meter"", ""green"", ""light"", ""vinegar"", ""plant""]",6,1,0
1239,robbery,"[""mask"", ""money"", ""bank"", ""thief""]",4,57,16.75,"[""thief"", ""drawing"", ""bank"", ""truck"", ""mask"", ""money""]",4,0.866666667,0.19
1042,choir,"[""church"", ""sing"", ""music"", ""group""]",4,107,27.5,"[""music"", ""check"", ""penguin"", ""sing"", ""church"", ""group""]",5,1,0
1474,comforting,"[""blanket"", ""hug"", ""food""]",3,52,14,"[""rose"", ""food"", ""blanket"", ""folded"", ""noose"", ""hug""]",2,1,0
762,liver,"[""organ"", ""alcohol""]",2,80,29,"[""alcohol"", ""chimney"", ""organ"", ""kangaroo"", ""hamster""]",0,1,0
687,tame,"[""lion"", ""animal""]",2,65,20.5,"[""frost"", ""animal"", ""car"", ""butler"", ""lion""]",2,1,0
1909,lashes,"[""eye"", ""mascara""]",2,115,31,"[""poo"", ""champagne"", ""vein"", ""mascara"", ""eye"", ""trash""]",0,1,0
1421,comb,"[""hair"", ""brush"", ""teeth""]",3,139,46.33333333,"[""brush"", ""pole"", ""thumb"", ""cookie"", ""hair"", ""teeth""]",3,0.833333333,0.24
353,peninsula,"[""island"", ""land"", ""water""]",3,77,25.66666667,"[""yak"", ""land"", ""water"", ""frost"", ""island""]",1,1,0
1651,reduction,"[""sauce"", ""breast""]",2,72,18.5,"[""breast"", ""lake"", ""daughter"", ""sauce"", ""cracker"", ""drawers""]",1,1,0
962,charm,"[""bracelet"", ""smile""]",2,51,19,"[""bracelet"", ""truck"", ""japan"", ""smile"", ""kilometer""]",0,1,0
1603,click,"[""mouse"", ""button"", ""computer""]",3,91,30.33333333,"[""button"", ""helmet"", ""computer"", ""tattoo"", ""mouse"", ""hooker""]",2,0.833333333,0.24
1078,algae,"[""green"", ""water"", ""pond"", ""sea""]",4,114,31.5,"[""pond"", ""green"", ""sea"", ""water"", ""locomotive"", ""washer""]",5,1,0
742,august,"[""month"", ""hot""]",2,87,26.5,"[""climb"", ""tin"", ""hot"", ""cologne"", ""month""]",1,1,0
389,doorknob,"[""handle"", ""door"", ""brass""]",3,92,30.66666667,"[""door"", ""handle"", ""yellow"", ""maid"", ""brass""]",0,0.833333333,0.24
829,turnip,"[""vegetable"", ""root""]",2,74,32,"[""vegetable"", ""doormat"", ""popcorn"", ""root"", ""pine""]",1,1,0
702,consonant,"[""letter"", ""alphabet""]",2,106,19,"[""letter"", ""skateboard"", ""passport"", ""clown"", ""alphabet""]",1,1,0
660,lavender,"[""purple"", ""flower""]",2,118,45.5,"[""flower"", ""ape"", ""purple"", ""womb"", ""cereal""]",1,1,0
1032,goblet,"[""wine"", ""cup"", ""fire"", ""glass""]",4,104,31.5,"[""vertebrae"", ""wine"", ""glass"", ""screwdriver"", ""fire"", ""cup""]",3,1,0
71,perspiration,"[""wet"", ""hot"", ""deodorant""]",3,124,16.66666667,"[""shot"", ""wet"", ""hot"", ""deodorant"", ""brother""]",2,1,0
981,quart,"[""milk"", ""pint"", ""liquid"", ""liter""]",4,79,24,"[""weeping"", ""milk"", ""pint"", ""liter"", ""restaurant"", ""liquid""]",2,1,0
1077,blow up,"[""explode"", ""explosion"", ""balloon"", ""bomb""]",4,100,31.5,"[""balloon"", ""seat"", ""explode"", ""bomb"", ""explosion"", ""hole""]",4,0.866666667,0.19
121,florida,"[""hot"", ""sun"", ""beach""]",3,60,13,"[""sun"", ""hot"", ""mansion"", ""beach"", ""ash""]",5,0.833333333,0.24
1515,dynamite,"[""explosion"", ""explode"", ""bomb""]",3,77,20.33333333,"[""explode"", ""pictures"", ""closet"", ""bomb"", ""explosion"", ""mice""]",4,1,0
1195,sweatshop,"[""children"", ""clothes"", ""china"", ""factory""]",4,47,14.25,"[""factory"", ""pamphlet"", ""children"", ""china"", ""soda"", ""clothes""]",2,1,0
213,dealer,"[""drugs"", ""car"", ""poker""]",3,118,28.66666667,"[""car"", ""drugs"", ""pullover"", ""poker"", ""speck""]",1,0.833333333,0.24
1494,plates,"[""food"", ""dinner"", ""dish""]",3,89,22,"[""chlorine"", ""dinner"", ""dryer"", ""tenant"", ""dish"", ""food""]",3,1,0
1659,flasher,"[""light"", ""naked""]",2,68,25.5,"[""jungle"", ""naked"", ""lion"", ""olympics"", ""light"", ""door""]",3,1,0
0,baptism,"[""water"", ""church"", ""baby""]",3,102,34,"[""water"", ""church"", ""piece"", ""monk"", ""baby""]",4,0.833333333,0.24
129,rake,"[""leaves"", ""garden"", ""fall""]",3,101,33.66666667,"[""paddle"", ""garden"", ""butterfly"", ""fall"", ""leaves""]",2,1,0
821,christ,"[""cross"", ""church""]",2,114,16.5,"[""church"", ""streets"", ""groceries"", ""crowd"", ""cross""]",2,1,0
1207,cymbal,"[""drums"", ""music"", ""orchestra"", ""band""]",4,61,15.25,"[""music"", ""spa"", ""band"", ""stove"", ""orchestra"", ""drums""]",6,1,0
494,related,"[""family"", ""brother""]",2,87,32.5,"[""brother"", ""cop"", ""prime minister"", ""family"", ""hail""]",1,1,0
1332,october,"[""month"", ""fall"", ""leaves""]",3,129,32.33333333,"[""fall"", ""leaves"", ""product"", ""spiral"", ""month"", ""detergent""]",2,0.833333333,0.24
1895,blueberries,"[""fruit"", ""pie""]",2,72,28.5,"[""motel"", ""porch"", ""fruit"", ""chicken pox"", ""pie"", ""flag""]",2,1,0
141,cents,"[""money"", ""dollar"", ""coin""]",3,104,29,"[""dollar"", ""coin"", ""kiwi"", ""submarine"", ""money""]",3,1,0
190,puss,"[""cat"", ""boots"", ""infection""]",3,92,30.66666667,"[""soup"", ""lawyer"", ""boots"", ""cat"", ""infection""]",0,1,0
819,drunk,"[""alcohol"", ""beer""]",2,58,23.5,"[""square"", ""beer"", ""digits"", ""blower"", ""alcohol""]",1,1,0
1828,needles,"[""sewing"", ""thread""]",2,72,18.5,"[""scrabble"", ""hangman"", ""curry"", ""thread"", ""pour"", ""sewing""]",1,1,0
172,refreshment,"[""drink"", ""water"", ""food""]",3,93,28.66666667,"[""water"", ""earth"", ""drink"", ""recorder"", ""food""]",4,0.833333333,0.24
45,blood pressure,"[""doctor"", ""cuff"", ""heart""]",3,94,15,"[""doctor"", ""heart"", ""wicker"", ""acorn"", ""cuff""]",1,0.833333333,0.24
814,junkie,"[""drugs"", ""needle""]",2,101,31.5,"[""drugs"", ""film"", ""puppy"", ""needle"", ""venus""]",1,1,0
383,beaker,"[""glass"", ""cup"", ""muppet""]",3,95,20.33333333,"[""dew"", ""muppet"", ""yelling"", ""cup"", ""glass""]",2,1,0
393,bars,"[""jail"", ""music"", ""beer""]",3,66,17,"[""jail"", ""pour"", ""music"", ""beer"", ""pancake""]",0,1,0
1805,tectonic,"[""plate"", ""earth""]",2,115,29,"[""hanger"", ""earth"", ""arms"", ""aluminum"", ""plate"", ""gal""]",0,1,0
1807,sniff,"[""nose"", ""dog""]",2,142,37.5,"[""nebula"", ""yoga"", ""dog"", ""kilometer"", ""light bulb"", ""nose""]",1,1,0
178,bounce,"[""ball"", ""jump"", ""trampoline""]",3,97,32.33333333,"[""coconut"", ""jump"", ""writer"", ""trampoline"", ""ball""]",1,1,0
1062,sage,"[""herb"", ""spice"", ""green"", ""rosemary""]",4,93,19.75,"[""herb"", ""rosemary"", ""green"", ""tortoise"", ""back"", ""spice""]",7,0.866666667,0.19
748,stuck,"[""mud"", ""glue""]",2,51,16.5,"[""grave"", ""glue"", ""hurl"", ""woodwind"", ""mud""]",0,1,0
1619,orb,"[""sphere"", ""circle"", ""light""]",3,88,23,"[""papyrus"", ""sphere"", ""light"", ""ship"", ""acrobat"", ""circle""]",1,1,0
1352,biceps,"[""muscle"", ""arm"", ""gym""]",3,97,26.33333333,"[""muscle"", ""parchment"", ""pedestrian"", ""gym"", ""arm"", ""flying""]",1,1,0
1144,auditorium,"[""theater"", ""school"", ""music"", ""concert""]",4,50,15,"[""theater"", ""shelf"", ""concert"", ""school"", ""music"", ""mat""]",4,1,0
103,woody,"[""tree"", ""forest"", ""wood""]",3,63,18.66666667,"[""president"", ""ticket"", ""tree"", ""forest"", ""wood""]",4,1,0
1837,hamburger,"[""bun"", ""meat""]",2,85,32,"[""meat"", ""bun"", ""baker"", ""steps"", ""synagogue"", ""pimple""]",2,1,0
248,fold,"[""paper"", ""clothes"", ""laundry""]",3,80,22,"[""flower"", ""paper"", ""laundry"", ""bracelet"", ""clothes""]",2,1,0
1358,beefy,"[""cow"", ""fat"", ""meat""]",3,54,17.66666667,"[""meat"", ""cooler"", ""cow"", ""fat"", ""ledger"", ""bleach""]",3,1,0
910,stockings,"[""tights"", ""pantyhose""]",2,83,15,"[""vent"", ""pantyhose"", ""formula"", ""ranger"", ""tights""]",1,1,0
404,canteen,"[""water"", ""food"", ""drink""]",3,83,27.66666667,"[""water"", ""snore"", ""food"", ""drink"", ""porcupine""]",4,0.833333333,0.24
1501,lasso,"[""cowboy"", ""horse"", ""cow""]",3,158,35.66666667,"[""ipad"", ""horse"", ""cowboy"", ""stewardess"", ""veranda"", ""cow""]",3,1,0
1362,diver,"[""water"", ""scuba"", ""sea""]",3,94,31.33333333,"[""smoking"", ""yelling"", ""scuba"", ""sea"", ""water"", ""guacamole""]",4,1,0
65,herbal,"[""tea"", ""medicine"", ""plant""]",3,90,29,"[""sink"", ""plant"", ""tub"", ""tea"", ""medicine""]",2,1,0
100,mail,"[""letter"", ""email"", ""box""]",3,98,27.66666667,"[""letter"", ""email"", ""fuel"", ""box"", ""daytime""]",2,1,0
104,curler,"[""hair"", ""iron"", ""hot""]",3,96,31.66666667,"[""hair"", ""lake"", ""pot"", ""iron"", ""hot""]",4,1,0
1688,primary school,"[""children"", ""teacher""]",2,75,25.5,"[""teacher"", ""air"", ""lamb"", ""children"", ""standing"", ""ball""]",1,1,0
893,major,"[""army"", ""college""]",2,97,16.5,"[""hedge"", ""army"", ""college"", ""water"", ""storm""]",2,1,0
1161,waist,"[""belt"", ""pants"", ""fat"", ""stomach""]",4,59,17,"[""spark"", ""pants"", ""stomach"", ""diving"", ""belt"", ""fat""]",2,1,0
1816,marriage,"[""ring"", ""husband""]",2,79,12.5,"[""wallet"", ""ring"", ""comb"", ""husband"", ""port"", ""chlorine""]",1,1,0
16,bbq,"[""meat"", ""grill"", ""sauce""]",3,67,22.33333333,"[""grill"", ""meat"", ""document"", ""nurse"", ""sauce""]",2,1,0
109,reward,"[""money"", ""prize"", ""gold""]",3,66,22,"[""gold"", ""bark"", ""money"", ""clover"", ""prize""]",4,1,0
1573,poo,"[""brown"", ""toilet"", ""pee""]",3,45,15,"[""pollen"", ""pee"", ""brown"", ""toilet"", ""bay"", ""jungle""]",2,1,0
1375,pictures,"[""camera"", ""family"", ""art""]",3,71,14.33333333,"[""camera"", ""family"", ""art"", ""nail polish"", ""smirk"", ""knife""]",3,1,0
21,coca-cola,"[""soda"", ""pop"", ""brown""]",3,91,22,"[""brown"", ""pop"", ""hoop"", ""soda"", ""blink""]",1,1,0
1191,soak,"[""wet"", ""water"", ""tub"", ""soap""]",4,98,27.75,"[""booger"", ""wet"", ""soap"", ""tub"", ""water"", ""citizen""]",5,1,0
1331,upstairs,"[""downstairs"", ""bedroom"", ""attic""]",3,86,27.33333333,"[""haircut"", ""bedroom"", ""walnut"", ""attic"", ""newt"", ""downstairs""]",0,1,0
1562,ruling,"[""king"", ""court"", ""ruler""]",3,83,23.33333333,"[""octopus"", ""king"", ""ruler"", ""lock"", ""court"", ""lettuce""]",2,0.833333333,0.24
553,nudity,"[""naked"", ""skin""]",2,80,31,"[""mammal"", ""naked"", ""skin"", ""yak"", ""puzzle""]",1,1,0
831,braid,"[""hair"", ""girl""]",2,123,48.5,"[""bubble"", ""groundhog"", ""hair"", ""crowd"", ""girl""]",1,1,0
950,paid,"[""money"", ""check""]",2,98,39.5,"[""comet"", ""check"", ""bake"", ""eating"", ""money""]",1,1,0
1355,shells,"[""sea"", ""beach"", ""sand""]",3,101,31,"[""beach"", ""sand"", ""cone"", ""dance"", ""sea"", ""cartoon""]",4,1,0
1777,pane,"[""window"", ""glass""]",2,158,72,"[""window"", ""hit"", ""glass"", ""oatmeal"", ""monkey"", ""trousers""]",1,1,0
32,anybody,"[""person"", ""you"", ""people""]",3,62,13,"[""chain"", ""you"", ""person"", ""thesaurus"", ""people""]",2,0.833333333,0.24
1371,apples,"[""fruit"", ""red"", ""tree""]",3,123,30,"[""magazine"", ""comedian"", ""tree"", ""red"", ""fruit"", ""robe""]",4,1,0
1282,itchy,"[""scratch"", ""rash"", ""red"", ""skin""]",4,102,23,"[""controller"", ""scratch"", ""rash"", ""red"", ""skin"", ""nail polish""]",5,1,0
1540,erode,"[""water"", ""rock"", ""soil""]",3,47,15.66666667,"[""slime"", ""write"", ""book"", ""rock"", ""water"", ""soil""]",3,1,0
1470,paintbrush,"[""paint"", ""art"", ""color""]",3,86,28.66666667,"[""art"", ""color"", ""scrabble"", ""paint"", ""freezer"", ""hippie""]",3,1,0
230,lord of the rings,"[""hobbit"", ""movie"", ""book""]",3,84,24,"[""book"", ""hobbit"", ""paper"", ""senator"", ""movie""]",3,1,0
1107,mussel,"[""clam"", ""shell"", ""sea"", ""food""]",4,84,23.75,"[""sea"", ""article"", ""food"", ""shell"", ""clam"", ""rattle""]",7,0.866666667,0.19
768,loudspeaker,"[""music"", ""microphone""]",2,67,25,"[""lime"", ""microphone"", ""music"", ""ditch"", ""trucks""]",1,1,0
504,fiction,"[""book"", ""novel""]",2,84,27.5,"[""cologne"", ""novel"", ""pentagon"", ""mayonnaise"", ""book""]",1,1,0
1247,singing,"[""music"", ""voice"", ""choir"", ""opera""]",4,71,18.25,"[""voice"", ""opera"", ""hawk"", ""marijuana"", ""choir"", ""music""]",5,1,0
320,fuel,"[""gas"", ""car"", ""petrol""]",3,96,30,"[""gas"", ""adult"", ""pirate"", ""petrol"", ""car""]",4,1,0
967,billy,"[""goat"", ""boy""]",2,122,49,"[""boy"", ""barn"", ""quilt"", ""goat"", ""tower""]",0,1,0
1948,betting,"[""money"", ""horse""]",2,86,19,"[""beaver"", ""office"", ""acorn"", ""money"", ""speaker"", ""horse""]",2,1,0
560,stop,"[""sign"", ""red""]",2,123,29.5,"[""editor"", ""sign"", ""art"", ""rope"", ""red""]",1,1,0
1825,glands,"[""body"", ""sweat""]",2,40,11.5,"[""kneel"", ""journalist"", ""employee"", ""body"", ""sweat"", ""university""]",0,1,0
850,comforter,"[""blanket"", ""bed""]",2,89,37.5,"[""marsupial"", ""gal"", ""windshield"", ""blanket"", ""bed""]",1,1,0
1384,plumbing,"[""water"", ""plumber"", ""toilet""]",3,105,23,"[""plumber"", ""fertilizer"", ""toilet"", ""library"", ""water"", ""sleigh""]",2,1,0
1530,eject,"[""seat"", ""plane"", ""throw""]",3,49,12.66666667,"[""throw"", ""lid"", ""soprano"", ""seat"", ""plane"", ""town""]",0,0.833333333,0.24
1224,hockey,"[""ice"", ""puck"", ""stick"", ""game""]",4,133,38,"[""ice"", ""mammal"", ""game"", ""jar"", ""stick"", ""puck""]",2,1,0
924,yolk,"[""egg"", ""yellow""]",2,149,66,"[""yellow"", ""blanket"", ""egg"", ""towel"", ""fortune teller""]",1,1,0
1429,meeting,"[""group"", ""people"", ""office""]",3,44,12.33333333,"[""group"", ""pullover"", ""people"", ""cologne"", ""milky way"", ""office""]",1,1,0
93,lump,"[""bump"", ""breast"", ""coal""]",3,91,22.66666667,"[""breast"", ""clicker"", ""coal"", ""peak"", ""bump""]",0,1,0
1186,ladybird,"[""red"", ""insect"", ""bug"", ""fly""]",4,62,17,"[""pyramid"", ""fly"", ""scotch"", ""insect"", ""bug"", ""red""]",4,1,0
527,noodle,"[""pasta"", ""food""]",2,72,24,"[""treasure"", ""ligament"", ""food"", ""pasta"", ""timer""]",1,1,0
1624,spatula,"[""cooking"", ""spoon"", ""kitchen""]",3,45,15,"[""crying"", ""cooking"", ""spoon"", ""catwalk"", ""kitchen"", ""goose""]",3,1,0
607,truck,"[""car"", ""driver""]",2,55,21,"[""car"", ""snake"", ""eyebrow"", ""driver"", ""needle""]",2,1,0
224,volcano,"[""lava"", ""fire"", ""hot""]",3,115,30.66666667,"[""lava"", ""sleigh"", ""fire"", ""hot"", ""bud""]",2,1,0
1003,bun,"[""bread"", ""hair"", ""oven"", ""hamburger""]",4,80,24,"[""scream"", ""hamburger"", ""timer"", ""hair"", ""bread"", ""oven""]",2,1,0
1349,brushes,"[""paint"", ""hair"", ""teeth""]",3,97,32.33333333,"[""orchestra"", ""hair"", ""teeth"", ""paint"", ""digits"", ""salsa""]",3,1,0
410,tyre,"[""car"", ""wheel"", ""rubber""]",3,103,34.33333333,"[""car"", ""stomach"", ""wheel"", ""rubber"", ""herbs""]",2,1,0
672,slop,"[""pig"", ""food""]",2,46,15,"[""drugs"", ""pig"", ""derby"", ""twitter"", ""food""]",2,1,0
697,haul,"[""carry"", ""truck""]",2,75,25,"[""truck"", ""carry"", ""nights"", ""cashier"", ""mercury""]",1,1,0
642,stab,"[""wound"", ""blood""]",2,120,26.5,"[""throne"", ""motel"", ""wound"", ""wing"", ""blood""]",1,1,0
1428,indulge,"[""chocolate"", ""ice cream"", ""eat""]",3,64,21.33333333,"[""ice cream"", ""chocolate"", ""surfer"", ""cider"", ""eat"", ""guy""]",2,1,0
1746,jail,"[""prison"", ""cell""]",2,101,36,"[""cell"", ""fry"", ""dandelion"", ""burn"", ""prison"", ""fall""]",1,1,0
282,helmet,"[""head"", ""bike"", ""hat""]",3,88,29,"[""head"", ""eclipse"", ""hat"", ""colon"", ""bike""]",1,1,0
1071,illustration,"[""picture"", ""drawing"", ""book"", ""art""]",4,137,37,"[""drawing"", ""art"", ""fireplace"", ""book"", ""picture"", ""beach""]",4,0.866666667,0.19
451,machine,"[""robot"", ""computer"", ""engine""]",3,49,16.33333333,"[""dictator"", ""robot"", ""engine"", ""bow"", ""computer""]",0,1,0
415,rover,"[""dog"", ""red"", ""car""]",3,100,33.33333333,"[""car"", ""monkey"", ""dog"", ""thermometer"", ""red""]",2,1,0
1574,gathering,"[""group"", ""people"", ""family""]",3,68,18.33333333,"[""jaw"", ""rider"", ""people"", ""gauze"", ""family"", ""group""]",3,1,0
1231,vinegar,"[""oil"", ""wine"", ""salad"", ""salt""]",4,83,19,"[""salt"", ""squirrel"", ""lock"", ""salad"", ""wine"", ""oil""]",1,1,0
1319,urn,"[""ashes"", ""vase"", ""ash""]",3,110,31.66666667,"[""honk"", ""kid"", ""vase"", ""stew"", ""ashes"", ""ash""]",1,0.833333333,0.24
1127,geyser,"[""water"", ""hot"", ""volcano"", ""fountain""]",4,83,23,"[""fountain"", ""water"", ""volcano"", ""shirt"", ""clam"", ""hot""]",3,1,0
1914,village,"[""town"", ""people""]",2,101,39,"[""raisin"", ""shark"", ""dressing"", ""town"", ""hexagon"", ""people""]",1,1,0
1000,tumbler,"[""glass"", ""drink"", ""cup"", ""acrobat""]",4,74,21,"[""cup"", ""glass"", ""fender"", ""acrobat"", ""tablespoon"", ""drink""]",4,0.866666667,0.19
570,derby,"[""hat"", ""horse""]",2,95,30.5,"[""horse"", ""cider"", ""groceries"", ""hat"", ""diner""]",1,1,0
386,strings,"[""violin"", ""puppet"", ""music""]",3,104,23.33333333,"[""brew"", ""music"", ""violin"", ""puppet"", ""valve""]",1,0.833333333,0.24
678,neurology,"[""brain"", ""doctor""]",2,137,53,"[""organism"", ""doctor"", ""picnic"", ""brain"", ""berry""]",1,1,0
1758,armed,"[""gun"", ""army""]",2,92,22,"[""husband"", ""xbox"", ""synagogue"", ""gun"", ""car"", ""army""]",3,1,0
428,spice,"[""pepper"", ""hot"", ""food""]",3,53,17,"[""food"", ""pepper"", ""alarm"", ""piano"", ""hot""]",3,1,0
1763,freezing,"[""ice"", ""snow""]",2,167,37.5,"[""poodle"", ""cellphone"", ""clerk"", ""ice"", ""snow"", ""stomach""]",1,1,0
1163,fur,"[""animal"", ""coat"", ""cat"", ""hair""]",4,98,26.25,"[""landlord"", ""coat"", ""cat"", ""animal"", ""hair"", ""desert""]",4,1,0
261,creek,"[""water"", ""river"", ""stream""]",3,116,38.66666667,"[""water"", ""stream"", ""panel"", ""laboratory"", ""river""]",4,1,0
1776,appetizer,"[""food"", ""dinner""]",2,71,23,"[""ladies"", ""pigeon"", ""dinner"", ""food"", ""perspiration"", ""railroad""]",1,1,0
1730,arriving,"[""airport"", ""train""]",2,55,14.5,"[""train"", ""fireman"", ""country"", ""king"", ""metal"", ""airport""]",2,1,0
1178,crops,"[""corn"", ""food"", ""field"", ""farm""]",4,85,25.5,"[""corn"", ""boil"", ""food"", ""field"", ""farm"", ""target""]",6,1,0
1593,heron,"[""bird"", ""water"", ""fish""]",3,121,36.33333333,"[""fish"", ""pajamas"", ""water"", ""sting"", ""bird"", ""handyman""]",3,0.833333333,0.24
1891,broccoli,"[""green"", ""vegetable""]",2,137,60.5,"[""mustache"", ""vegetable"", ""emperor"", ""acorn"", ""shoelace"", ""green""]",1,1,0
1644,eyesight,"[""glasses"", ""eyes""]",2,107,32.5,"[""toast"", ""product"", ""eyes"", ""wheat"", ""grandfather"", ""glasses""]",2,1,0
1736,january,"[""month"", ""snow""]",2,116,28,"[""trousers"", ""vanilla"", ""month"", ""snow"", ""mineral"", ""fruit""]",1,1,0
226,sax,"[""music"", ""instrument"", ""brass""]",3,113,24.66666667,"[""music"", ""brass"", ""shoe"", ""instrument"", ""badger""]",2,1,0
1771,transaction,"[""money"", ""bank""]",2,94,38.5,"[""container"", ""student"", ""bank"", ""money"", ""hamburger"", ""origami""]",2,1,0
1830,rotation,"[""earth"", ""circle""]",2,70,20,"[""earth"", ""student"", ""sweaty"", ""circle"", ""hot tub"", ""reptile""]",1,1,0
275,stable,"[""horse"", ""barn"", ""hay""]",3,99,28.33333333,"[""barn"", ""hay"", ""soil"", ""corn"", ""horse""]",3,1,0
1442,media,"[""tv"", ""newspaper"", ""radio""]",3,75,15.66666667,"[""radio"", ""composer"", ""newspaper"", ""money"", ""tv"", ""wafer""]",3,0.833333333,0.24
688,smoke,"[""fire"", ""cigarette""]",2,113,48,"[""flake"", ""fire"", ""weeping"", ""cigarette"", ""burlap""]",2,1,0
1270,pour,"[""water"", ""rain"", ""liquid"", ""drink""]",4,84,24.5,"[""valve"", ""groundhog"", ""liquid"", ""drink"", ""rain"", ""water""]",4,0.866666667,0.19
1676,cleansing,"[""water"", ""soap""]",2,54,15,"[""peach"", ""soap"", ""brook"", ""sign"", ""water"", ""propeller""]",3,1,0
499,abs,"[""stomach"", ""muscle""]",2,75,23.5,"[""crow"", ""stomach"", ""muscle"", ""chess"", ""footprint""]",2,1,0
301,post office,"[""mail"", ""letter"", ""stamp""]",3,94,31.33333333,"[""thread"", ""stamp"", ""mail"", ""spill"", ""letter""]",3,1,0
838,hen,"[""chicken"", ""rooster""]",2,154,55,"[""taxi"", ""fabric"", ""rooster"", ""rye"", ""chicken""]",1,1,0
