candidates,cue,associations,score_fool_the_ai,num_associations,annotation_index,num_candidates,solvers_jaccard_mean,solvers_jaccard_std,ID,clip_vit32_predictions,annotations_label
"[""sheet"", ""tie"", ""arcade"", ""laser"", ""shorts"", ""brush"", ""mouth"", ""click"", ""clone"", ""wound""]",illness,"[""mouth"", ""wound""]",100,2,326,10,1.0,0.0,185,"[""wound"", ""mouth""]","{""wound"": ""Non Visual, Concept Related"", ""mouth"": ""Non Visual, Concept Related""}"
"[""sheet"", ""tie"", ""arcade"", ""laser"", ""shorts"", ""brush"", ""mouth"", ""click"", ""clone"", ""wound""]",crisp,"[""sheet"", ""tie""]",67,2,328,10,1.0,0.0,186,"[""clone"", ""tie""]","{""tie"": ""Visually Non-Salient"", ""sheet"": ""Visually Non-Salient""}"
"[""spinach"", ""peroxide"", ""electrician"", ""stewardess"", ""chips"", ""lawyer"", ""skin"", ""panel"", ""goose"", ""jumper""]",uniform,"[""electrician"", ""stewardess""]",67,2,330,10,1.0,0.0,187,"[""stewardess"", ""jumper""]","{""stewardess"": ""Non Visual, Concept Related"", ""electrician"": ""Non Visual, Concept Related""}"
"[""spinach"", ""peroxide"", ""electrician"", ""stewardess"", ""chips"", ""lawyer"", ""skin"", ""panel"", ""goose"", ""jumper""]",hat,"[""electrician"", ""stewardess""]",67,2,331,10,1.0,0.0,188,"[""stewardess"", ""spinach""]","{""electrician"": ""Visually Non-Salient"", ""stewardess"": ""Non Visual, Concept Related""}"
"[""spinach"", ""peroxide"", ""electrician"", ""stewardess"", ""chips"", ""lawyer"", ""skin"", ""panel"", ""goose"", ""jumper""]",hats,"[""electrician"", ""stewardess""]",67,2,332,10,1.0,0.0,189,"[""stewardess"", ""spinach""]","{""electrician"": ""Visually Non-Salient"", ""stewardess"": ""Non Visual, Concept Related""}"
"[""spinach"", ""peroxide"", ""electrician"", ""stewardess"", ""chips"", ""lawyer"", ""skin"", ""panel"", ""goose"", ""jumper""]",hands,"[""electrician"", ""stewardess"", ""lawyer""]",80,3,334,10,1.0,0.0,190,"[""skin"", ""jumper"", ""chips""]","{""stewardess"": ""Visually Non-Salient"", ""lawyer"": ""Visually Non-Salient"", ""electrician"": ""Visually Non-Salient""}"
"[""spinach"", ""peroxide"", ""electrician"", ""stewardess"", ""chips"", ""lawyer"", ""skin"", ""panel"", ""goose"", ""jumper""]",male,"[""electrician"", ""lawyer""]",100,2,335,10,1.0,0.0,191,"[""skin"", ""goose""]","{""lawyer"": ""Visually Non-Salient"", ""electrician"": ""Visually Non-Salient""}"
"[""pamphlet"", ""hobo"", ""fly"", ""color"", ""house"", ""steakhouse"", ""dad"", ""canvas"", ""lunch"", ""drums"", ""cup"", ""urn""]",human,"[""hobo"", ""dad""]",67,2,336,12,1.0,0.0,192,"[""dad"", ""fly""]","{""hobo"": ""Visually Non-Salient"", ""dad"": ""Visually Salient Object""}"
"[""pamphlet"", ""hobo"", ""fly"", ""color"", ""house"", ""steakhouse"", ""dad"", ""canvas"", ""lunch"", ""drums"", ""cup"", ""urn""]",meat,"[""steakhouse"", ""lunch""]",67,2,337,12,1.0,0.0,193,"[""steakhouse"", ""dad""]","{""lunch"": ""Non Visual, Concept Related"", ""steakhouse"": ""Visually Salient Object""}"
"[""dinner"", ""veil"", ""projector"", ""soak"", ""carnival"", ""submarine"", ""fire"", ""puzzle"", ""container"", ""pond""]",female,"[""veil"", ""carnival""]",67,2,342,10,1.0,0.0,194,"[""veil"", ""fire""]","{""veil"": ""Visually Salient Object"", ""carnival"": ""Visually Non-Salient""}"
"[""dinner"", ""veil"", ""projector"", ""soak"", ""carnival"", ""submarine"", ""fire"", ""puzzle"", ""container"", ""pond""]",pride,"[""carnival"", ""puzzle""]",67,2,344,10,1.0,0.0,196,"[""puzzle"", ""veil""]","{""puzzle"": ""Visually Non-Salient"", ""carnival"": ""Non Visual, Concept Related""}"
"[""chest"", ""rattle"", ""wall"", ""dish"", ""paper"", ""queen"", ""record"", ""slate"", ""tag"", ""caravan"", ""sunset"", ""red""]",white,"[""wall"", ""dish"", ""paper"", ""caravan""]",40,4,353,12,1.0,0.0,197,"[""wall"", ""paper"", ""dish"", ""red""]","{""caravan"": ""Colors"", ""wall"": ""Colors"", ""paper"": ""Colors"", ""dish"": ""Colors""}"
"[""sewing machine"", ""shrubs"", ""yank"", ""text"", ""bull"", ""author"", ""ape"", ""battery"", ""dresser"", ""floss""]",nose,"[""bull"", ""author"", ""ape""]",50,3,360,10,1.0,0.0,198,"[""ape"", ""bull"", ""sewing machine""]","{""bull"": ""Non Visual, Concept Related"", ""author"": ""Visually Non-Salient"", ""ape"": ""Non Visual, Concept Related""}"
"[""sewing machine"", ""shrubs"", ""yank"", ""text"", ""bull"", ""author"", ""ape"", ""battery"", ""dresser"", ""floss""]",face,"[""bull"", ""author"", ""ape""]",50,3,361,10,1.0,0.0,199,"[""ape"", ""bull"", ""text""]","{""bull"": ""Visually Non-Salient"", ""author"": ""Visually Non-Salient"", ""ape"": ""Visually Salient Object""}"
"[""sewing machine"", ""shrubs"", ""yank"", ""text"", ""bull"", ""author"", ""ape"", ""battery"", ""dresser"", ""floss""]",clean,"[""dresser"", ""floss""]",67,2,365,10,1.0,0.0,201,"[""dresser"", ""text""]","{""dresser"": ""Visually Non-Salient"", ""floss"": ""Non Visual, Concept Related""}"
"[""tin"", ""basketball"", ""laughter"", ""text"", ""jail"", ""tractor"", ""carpenter"", ""anteater"", ""cape"", ""fender"", ""skyscraper"", ""hooker""]",mirth,"[""laughter"", ""hooker""]",67,2,366,12,1.0,0.0,202,"[""laughter"", ""text""]","{""hooker"": ""Visually Non-Salient"", ""laughter"": ""Visually Non-Salient""}"
"[""family"", ""barber"", ""leak"", ""lane"", ""heater"", ""breathing"", ""temple"", ""crow"", ""blower"", ""tomato"", ""pipe"", ""fig""]",spirit,"[""breathing"", ""crow""]",0,2,373,12,1.0,0.0,203,"[""crow"", ""breathing""]","{""crow"": ""Non Visual, Concept Related"", ""breathing"": ""Non Visual, Concept Related""}"
"[""family"", ""barber"", ""leak"", ""lane"", ""heater"", ""breathing"", ""temple"", ""crow"", ""blower"", ""tomato"", ""pipe"", ""fig""]",cloud,"[""lane"", ""breathing"", ""temple""]",50,3,374,12,1.0,0.0,204,"[""temple"", ""pipe"", ""breathing""]","{""temple"": ""Visually Non-Salient"", ""breathing"": ""Visually Non-Salient"", ""lane"": ""Visually Non-Salient""}"
"[""family"", ""barber"", ""leak"", ""lane"", ""heater"", ""breathing"", ""temple"", ""crow"", ""blower"", ""tomato"", ""pipe"", ""fig""]",circular,"[""heater"", ""tomato""]",0,2,375,12,1.0,0.0,205,"[""tomato"", ""heater""]","{""heater"": ""Non Visual, Concept Related"", ""tomato"": ""Non Visual, Concept Related""}"
"[""family"", ""barber"", ""leak"", ""lane"", ""heater"", ""breathing"", ""temple"", ""crow"", ""blower"", ""tomato"", ""pipe"", ""fig""]",male,"[""family"", ""barber"", ""breathing""]",100,3,376,12,1.0,0.0,206,"[""crow"", ""tomato"", ""fig""]","{""family"": ""Visually Non-Salient"", ""breathing"": ""Visually Non-Salient"", ""barber"": ""Visually Non-Salient""}"
"[""television"", ""fairy"", ""squirrel"", ""spine"", ""daytime"", ""sticks"", ""belly"", ""standing"", ""shore"", ""kitten"", ""pastry"", ""desert""]",leftfacing,"[""fairy"", ""squirrel""]",67,2,382,12,1.0,0.0,208,"[""kitten"", ""squirrel""]","{""fairy"": ""Visually Salient Activity"", ""squirrel"": ""Visually Salient Activity""}"
"[""television"", ""fairy"", ""squirrel"", ""spine"", ""daytime"", ""sticks"", ""belly"", ""standing"", ""shore"", ""kitten"", ""pastry"", ""desert""]",hold,"[""fairy"", ""squirrel""]",67,2,383,12,1.0,0.0,209,"[""squirrel"", ""fairy""]","{""fairy"": ""Visually Salient Activity"", ""squirrel"": ""Visually Salient Activity""}"
"[""marble"", ""vanilla"", ""dress"", ""popcorn"", ""apron"", ""pork"", ""swine"", ""koala"", ""piercing"", ""museum""]",cuddly,"[""swine"", ""koala""]",0,2,384,10,1.0,0.0,210,"[""koala"", ""swine""]","{""koala"": ""Visually Non-Salient"", ""swine"": ""Non Visual, Concept Related""}"
"[""marble"", ""vanilla"", ""dress"", ""popcorn"", ""apron"", ""pork"", ""swine"", ""koala"", ""piercing"", ""museum""]",ruffled,"[""dress"", ""apron""]",67,2,385,10,1.0,0.0,211,"[""dress"", ""vanilla""]","{""dress"": ""Visually Non-Salient"", ""apron"": ""Visually Non-Salient""}"
"[""marble"", ""vanilla"", ""dress"", ""popcorn"", ""apron"", ""pork"", ""swine"", ""koala"", ""piercing"", ""museum""]",animal,"[""swine"", ""koala""]",67,2,386,10,1.0,0.0,212,"[""swine"", ""koala""]","{""swine"": ""Non Visual, Concept Related"", ""koala"": ""Non Visual, Concept Related""}"
"[""marble"", ""vanilla"", ""dress"", ""popcorn"", ""apron"", ""pork"", ""swine"", ""koala"", ""piercing"", ""museum""]",hair,"[""dress"", ""apron"", ""piercing""]",100,3,387,10,0.83,0.24,213,"[""marble"", ""vanilla"", ""dress""]","{""apron"": ""Visually Non-Salient"", ""dress"": ""Non Visual, Concept Related"", ""piercing"": ""Visually Non-Salient""}"
"[""marble"", ""vanilla"", ""dress"", ""popcorn"", ""apron"", ""pork"", ""swine"", ""koala"", ""piercing"", ""museum""]",awwwwww,"[""swine"", ""koala""]",0,2,388,10,1.0,0.0,214,"[""koala"", ""swine""]","{""koala"": ""Non Visual, Concept Related"", ""swine"": ""Non Visual, Concept Related""}"
"[""marble"", ""vanilla"", ""dress"", ""popcorn"", ""apron"", ""pork"", ""swine"", ""koala"", ""piercing"", ""museum""]",arms,"[""dress"", ""apron""]",67,2,389,10,1.0,0.0,215,"[""apron"", ""marble""]","{""dress"": ""Visually Non-Salient"", ""apron"": ""Visually Non-Salient""}"
"[""sunny"", ""velvet"", ""hose"", ""mustard"", ""prize"", ""finger"", ""cartwheel"", ""liquid"", ""sparks"", ""fight""]",female,"[""sunny"", ""cartwheel""]",100,2,390,10,1.0,0.0,216,"[""finger"", ""velvet""]","{""sunny"": ""Visually Non-Salient"", ""cartwheel"": ""Visually Non-Salient""}"
"[""sunny"", ""velvet"", ""hose"", ""mustard"", ""prize"", ""finger"", ""cartwheel"", ""liquid"", ""sparks"", ""fight""]",male,"[""sunny"", ""sparks"", ""fight""]",100,3,391,10,1.0,0.0,217,"[""finger"", ""hose"", ""liquid""]","{""sparks"": ""Visually Non-Salient"", ""sunny"": ""Visually Non-Salient"", ""fight"": ""Visually Non-Salient""}"
"[""sunny"", ""velvet"", ""hose"", ""mustard"", ""prize"", ""finger"", ""cartwheel"", ""liquid"", ""sparks"", ""fight""]",yellow,"[""sunny"", ""mustard"", ""prize""]",80,3,392,10,1.0,0.0,218,"[""mustard"", ""finger"", ""sparks""]","{""prize"": ""Colors"", ""sunny"": ""Colors"", ""mustard"": ""Colors""}"
"[""sunny"", ""velvet"", ""hose"", ""mustard"", ""prize"", ""finger"", ""cartwheel"", ""liquid"", ""sparks"", ""fight""]",duo,"[""sunny"", ""sparks"", ""fight""]",50,3,393,10,1.0,0.0,219,"[""sparks"", ""sunny"", ""mustard""]","{""sparks"": ""Counting"", ""fight"": ""Counting"", ""sunny"": ""Counting""}"
"[""sunny"", ""velvet"", ""hose"", ""mustard"", ""prize"", ""finger"", ""cartwheel"", ""liquid"", ""sparks"", ""fight""]",garden,"[""hose"", ""liquid""]",100,2,395,10,1.0,0.0,220,"[""velvet"", ""sparks""]","{""hose"": ""Non Visual, Concept Related"", ""liquid"": ""Non Visual, Concept Related""}"
"[""slate"", ""comedian"", ""arcade"", ""ticket"", ""venus"", ""harem"", ""mint"", ""corn"", ""custard"", ""deli"", ""inhaler"", ""limp""]",disability,"[""inhaler"", ""limp""]",0,2,396,12,1.0,0.0,221,"[""limp"", ""corn""]","{""limp"": ""Non Visual, Concept Related"", ""inhaler"": ""Non Visual, Concept Related""}"
"[""slate"", ""comedian"", ""arcade"", ""ticket"", ""venus"", ""harem"", ""mint"", ""corn"", ""custard"", ""deli"", ""inhaler"", ""limp""]",gatherer,"[""mint"", ""corn""]",67,2,397,12,1.0,0.0,222,"[""corn"", ""mint""]","{""corn"": ""Non Visual, Concept Related"", ""mint"": ""Non Visual, Concept Related""}"
"[""slate"", ""comedian"", ""arcade"", ""ticket"", ""venus"", ""harem"", ""mint"", ""corn"", ""custard"", ""deli"", ""inhaler"", ""limp""]",flavor,"[""mint"", ""corn"", ""custard"", ""deli""]",40,4,398,12,1.0,0.0,223,"[""corn"", ""custard"", ""harem"", ""venus""]","{""mint"": ""Non Visual, Concept Related"", ""corn"": ""Non Visual, Concept Related"", ""custard"": ""Non Visual, Concept Related"", ""deli"": ""Visually Non-Salient""}"
"[""slate"", ""comedian"", ""arcade"", ""ticket"", ""venus"", ""harem"", ""mint"", ""corn"", ""custard"", ""deli"", ""inhaler"", ""limp""]",entertain,"[""comedian"", ""arcade"", ""ticket"", ""harem""]",86,4,399,12,0.87,0.19,224,"[""comedian"", ""venus"", ""harem"", ""corn""]","{""ticket"": ""Non Visual, Concept Related"", ""harem"": ""Non Visual, Concept Related"", ""comedian"": ""Non Visual, Concept Related"", ""arcade"": ""Non Visual, Concept Related""}"
"[""slate"", ""comedian"", ""arcade"", ""ticket"", ""venus"", ""harem"", ""mint"", ""corn"", ""custard"", ""deli"", ""inhaler"", ""limp""]",kids,"[""arcade"", ""harem""]",67,2,401,12,1.0,0.0,225,"[""harem"", ""corn""]","{""arcade"": ""Non Visual, Concept Related"", ""harem"": ""Non Visual, Concept Related""}"
"[""flares"", ""tutu"", ""grandfather"", ""curly"", ""crispy"", ""mechanic"", ""clover"", ""torn"", ""freezing"", ""chin""]",conditioner,"[""curly"", ""chin""]",67,2,402,10,1.0,0.0,226,"[""freezing"", ""curly""]","{""curly"": ""Visually Non-Salient"", ""chin"": ""Visually Non-Salient""}"
"[""flares"", ""tutu"", ""grandfather"", ""curly"", ""crispy"", ""mechanic"", ""clover"", ""torn"", ""freezing"", ""chin""]",inspect,"[""mechanic"", ""chin""]",67,2,404,10,1.0,0.0,227,"[""grandfather"", ""mechanic""]","{""mechanic"": ""Visually Salient Activity"", ""chin"": ""Visually Salient Activity""}"
"[""flares"", ""tutu"", ""grandfather"", ""curly"", ""crispy"", ""mechanic"", ""clover"", ""torn"", ""freezing"", ""chin""]",hold,"[""mechanic"", ""chin""]",100,2,405,10,1.0,0.0,228,"[""torn"", ""curly""]","{""chin"": ""Visually Salient Activity"", ""mechanic"": ""Visually Salient Activity""}"
"[""flares"", ""tutu"", ""grandfather"", ""curly"", ""crispy"", ""mechanic"", ""clover"", ""torn"", ""freezing"", ""chin""]",feminine,"[""tutu"", ""curly"", ""chin""]",50,3,406,10,1.0,0.0,229,"[""curly"", ""tutu"", ""grandfather""]","{""curly"": ""Visually Non-Salient"", ""chin"": ""Non Visual, Concept Related"", ""tutu"": ""Non Visual, Concept Related""}"
"[""coconut"", ""lego"", ""laptop"", ""jaw"", ""painting"", ""waiter"", ""cooking"", ""smirk"", ""lint"", ""nectar"", ""engine"", ""receipt""]",pistons,"[""lego"", ""engine""]",0,2,410,12,1.0,0.0,230,"[""engine"", ""lego""]","{""lego"": ""Visually Non-Salient"", ""engine"": ""Visually Salient Object""}"
"[""coconut"", ""lego"", ""laptop"", ""jaw"", ""painting"", ""waiter"", ""cooking"", ""smirk"", ""lint"", ""nectar"", ""engine"", ""receipt""]",hands,"[""waiter"", ""cooking"", ""lint""]",80,3,412,12,1.0,0.0,231,"[""lint"", ""smirk"", ""painting""]","{""lint"": ""Non Visual, Concept Related"", ""cooking"": ""Visually Non-Salient"", ""waiter"": ""Visually Non-Salient""}"
"[""coconut"", ""lego"", ""laptop"", ""jaw"", ""painting"", ""waiter"", ""cooking"", ""smirk"", ""lint"", ""nectar"", ""engine"", ""receipt""]",fingers,"[""waiter"", ""cooking"", ""lint""]",80,3,413,12,1.0,0.0,232,"[""smirk"", ""lint"", ""painting""]","{""cooking"": ""Visually Non-Salient"", ""lint"": ""Visually Non-Salient"", ""waiter"": ""Visually Non-Salient""}"
"[""actress"", ""fog"", ""lectern"", ""plane"", ""locomotive"", ""calf"", ""band"", ""accordion"", ""seaweed"", ""tractor""]",human,"[""actress"", ""band""]",100,2,414,10,1.0,0.0,233,"[""plane"", ""calf""]","{""band"": ""Non Visual, Concept Related"", ""actress"": ""Visually Salient Object""}"
"[""actress"", ""fog"", ""lectern"", ""plane"", ""locomotive"", ""calf"", ""band"", ""accordion"", ""seaweed"", ""tractor""]",hair,"[""actress"", ""band""]",100,2,415,10,1.0,0.0,234,"[""calf"", ""band""]","{""actress"": ""Non Visual, Concept Related"", ""band"": ""Visually Non-Salient""}"
"[""actress"", ""fog"", ""lectern"", ""plane"", ""locomotive"", ""calf"", ""band"", ""accordion"", ""seaweed"", ""tractor""]",engine,"[""plane"", ""locomotive"", ""tractor""]",50,3,419,10,1.0,0.0,235,"[""locomotive"", ""plane"", ""tractor""]","{""plane"": ""Visually Non-Salient"", ""tractor"": ""Non Visual, Concept Related"", ""locomotive"": ""Non Visual, Concept Related""}"
"[""movie"", ""site"", ""herbs"", ""mummy"", ""gadget"", ""yard"", ""rash"", ""marsupial"", ""chickpea"", ""star""]",garden,"[""herbs"", ""yard""]",0,2,420,10,1.0,0.0,236,"[""yard"", ""herbs""]","{""yard"": ""Visually Salient Object"", ""herbs"": ""Non Visual, Concept Related""}"
"[""movie"", ""site"", ""herbs"", ""mummy"", ""gadget"", ""yard"", ""rash"", ""marsupial"", ""chickpea"", ""star""]",star,"[""movie"", ""star""]",0,2,421,10,1.0,0.0,237,"[""star"", ""movie""]","{""star"": ""Visually Salient Object"", ""movie"": ""Non Visual, Concept Related""}"
"[""movie"", ""site"", ""herbs"", ""mummy"", ""gadget"", ""yard"", ""rash"", ""marsupial"", ""chickpea"", ""star""]",fertilize,"[""herbs"", ""yard""]",0,2,422,10,1.0,0.0,238,"[""yard"", ""herbs""]","{""yard"": ""Non Visual, Concept Related"", ""herbs"": ""Non Visual, Concept Related""}"
"[""movie"", ""site"", ""herbs"", ""mummy"", ""gadget"", ""yard"", ""rash"", ""marsupial"", ""chickpea"", ""star""]",healthy,"[""herbs"", ""chickpea""]",67,2,424,10,1.0,0.0,239,"[""herbs"", ""chickpea""]","{""herbs"": ""Non Visual, Concept Related"", ""chickpea"": ""Non Visual, Concept Related""}"
"[""movie"", ""site"", ""herbs"", ""mummy"", ""gadget"", ""yard"", ""rash"", ""marsupial"", ""chickpea"", ""star""]",suburban,"[""site"", ""yard""]",67,2,425,10,1.0,0.0,240,"[""site"", ""yard""]","{""site"": ""Non Visual, Concept Related"", ""yard"": ""Non Visual, Concept Related""}"
"[""hawk"", ""mushroom"", ""coal"", ""coil"", ""spice"", ""tar"", ""brook"", ""octopus"", ""treasure"", ""skate"", ""whale"", ""sweat""]",depths,"[""octopus"", ""whale""]",67,2,426,12,1.0,0.0,241,"[""whale"", ""octopus""]","{""whale"": ""Non Visual, Concept Related"", ""octopus"": ""Non Visual, Concept Related""}"
"[""hawk"", ""mushroom"", ""coal"", ""coil"", ""spice"", ""tar"", ""brook"", ""octopus"", ""treasure"", ""skate"", ""whale"", ""sweat""]",submerged,"[""octopus"", ""whale""]",67,2,428,12,1.0,0.0,242,"[""whale"", ""mushroom""]","{""whale"": ""Non Visual, Concept Related"", ""octopus"": ""Non Visual, Concept Related""}"
"[""hawk"", ""mushroom"", ""coal"", ""coil"", ""spice"", ""tar"", ""brook"", ""octopus"", ""treasure"", ""skate"", ""whale"", ""sweat""]",gill,"[""octopus"", ""whale""]",67,2,429,12,1.0,0.0,243,"[""whale"", ""mushroom""]","{""octopus"": ""Non Visual, Concept Related"", ""whale"": ""Non Visual, Concept Related""}"
"[""hawk"", ""mushroom"", ""coal"", ""coil"", ""spice"", ""tar"", ""brook"", ""octopus"", ""treasure"", ""skate"", ""whale"", ""sweat""]",aquatic,"[""octopus"", ""whale""]",67,2,430,12,1.0,0.0,244,"[""whale"", ""octopus""]","{""octopus"": ""Non Visual, Concept Related"", ""whale"": ""Non Visual, Concept Related""}"
"[""hawk"", ""mushroom"", ""coal"", ""coil"", ""spice"", ""tar"", ""brook"", ""octopus"", ""treasure"", ""skate"", ""whale"", ""sweat""]",human,"[""treasure"", ""skate"", ""sweat""]",100,3,431,12,1.0,0.0,245,"[""brook"", ""mushroom"", ""skate""]","{""skate"": ""Visually Non-Salient"", ""treasure"": ""Non Visual, Concept Related"", ""sweat"": ""Visually Non-Salient""}"
"[""cabbage"", ""quarter"", ""portrait"", ""shirt"", ""sock"", ""flares"", ""trot"", ""carbon"", ""vinegar"", ""lollipop""]",male,"[""quarter"", ""portrait"", ""shirt""]",50,3,432,10,1.0,0.0,246,"[""trot"", ""quarter"", ""cabbage""]","{""portrait"": ""Visually Salient Object"", ""quarter"": ""Visually Non-Salient"", ""shirt"": ""Visually Salient Object""}"
"[""juice"", ""asphalt"", ""gang"", ""curly"", ""video game"", ""drugs"", ""prison"", ""dolly"", ""dive"", ""razor"", ""needle"", ""crystal""]",addiction,"[""drugs"", ""needle""]",67,2,442,12,1.0,0.0,247,"[""juice"", ""video game""]","{""needle"": ""Non Visual, Concept Related"", ""drugs"": ""Non Visual, Concept Related""}"
"[""juice"", ""asphalt"", ""gang"", ""curly"", ""video game"", ""drugs"", ""prison"", ""dolly"", ""dive"", ""razor"", ""needle"", ""crystal""]",rough,"[""asphalt"", ""crystal""]",100,2,443,12,1.0,0.0,248,"[""gang"", ""curly""]","{""crystal"": ""Non Visual, Concept Related"", ""asphalt"": ""Visually Non-Salient""}"
"[""cigarette"", ""composer"", ""eat"", ""mayflower"", ""alcohol"", ""punch"", ""shrubs"", ""worker"", ""sheet"", ""wig"", ""leaping"", ""doggy""]",vice,"[""cigarette"", ""alcohol"", ""punch""]",80,3,449,12,0.83,0.24,250,"[""wig"", ""doggy"", ""eat""]","{""punch"": ""Non Visual, Concept Related"", ""alcohol"": ""Non Visual, Concept Related"", ""cigarette"": ""Non Visual, Concept Related""}"
"[""monk"", ""surgery"", ""moisture"", ""olympics"", ""game"", ""shop"", ""jungle"", ""walking"", ""pants"", ""soil""]",female,"[""surgery"", ""walking""]",100,2,451,10,1.0,0.0,252,"[""moisture"", ""soil""]","{""walking"": ""Visually Non-Salient"", ""surgery"": ""Visually Non-Salient""}"
"[""medal"", ""broccoli"", ""rock"", ""singing"", ""document"", ""brush"", ""receipt"", ""jug"", ""length"", ""garden"", ""clam"", ""speakers""]",number,"[""medal"", ""document"", ""receipt""]",100,3,456,12,0.83,0.24,253,"[""length"", ""broccoli"", ""rock""]","{""document"": ""Counting"", ""receipt"": ""Visually Non-Salient"", ""medal"": ""OCR""}"
"[""medal"", ""broccoli"", ""rock"", ""singing"", ""document"", ""brush"", ""receipt"", ""jug"", ""length"", ""garden"", ""clam"", ""speakers""]",paper,"[""document"", ""receipt""]",67,2,458,12,1.0,0.0,254,"[""document"", ""rock""]","{""document"": ""Visually Non-Salient"", ""receipt"": ""Visually Non-Salient""}"
"[""medal"", ""broccoli"", ""rock"", ""singing"", ""document"", ""brush"", ""receipt"", ""jug"", ""length"", ""garden"", ""clam"", ""speakers""]",loud,"[""singing"", ""speakers""]",67,2,459,12,1.0,0.0,255,"[""rock"", ""broccoli""]","{""speakers"": ""Non Visual, Concept Related"", ""singing"": ""Non Visual, Concept Related""}"
"[""medal"", ""broccoli"", ""rock"", ""singing"", ""document"", ""brush"", ""receipt"", ""jug"", ""length"", ""garden"", ""clam"", ""speakers""]",concert,"[""singing"", ""speakers""]",67,2,461,12,1.0,0.0,256,"[""singing"", ""speakers""]","{""speakers"": ""Non Visual, Concept Related"", ""singing"": ""Non Visual, Concept Related""}"
"[""miner"", ""origami"", ""painter"", ""grandma"", ""seatbelt"", ""surfer"", ""throne"", ""high school"", ""milky way"", ""snout"", ""zeppelin"", ""diving""]",art,"[""origami"", ""painter""]",67,2,462,12,1.0,0.0,257,"[""painter"", ""miner""]","{""origami"": ""Non Visual, Concept Related"", ""painter"": ""Counting""}"
"[""miner"", ""origami"", ""painter"", ""grandma"", ""seatbelt"", ""surfer"", ""throne"", ""high school"", ""milky way"", ""snout"", ""zeppelin"", ""diving""]",water,"[""surfer"", ""zeppelin"", ""diving""]",80,3,464,12,1.0,0.0,258,"[""grandma"", ""zeppelin"", ""miner""]","{""zeppelin"": ""Visually Non-Salient"", ""surfer"": ""Visually Non-Salient"", ""diving"": ""Visually Non-Salient""}"
"[""cave"", ""hunter"", ""men"", ""valley"", ""postman"", ""railroad"", ""dressing"", ""smirk"", ""pointer"", ""hostess""]",wallpaper,"[""cave"", ""valley""]",100,2,468,10,1.0,0.0,259,"[""valley"", ""smirk""]","{""valley"": ""Visually Non-Salient"", ""cave"": ""Visually Non-Salient""}"
"[""cave"", ""hunter"", ""men"", ""valley"", ""postman"", ""railroad"", ""dressing"", ""smirk"", ""pointer"", ""hostess""]",seek,"[""hunter"", ""pointer""]",100,2,469,10,1.0,0.0,260,"[""cave"", ""valley""]","{""hunter"": ""Visually Salient Activity"", ""pointer"": ""Visually Salient Activity""}"
"[""cave"", ""hunter"", ""men"", ""valley"", ""postman"", ""railroad"", ""dressing"", ""smirk"", ""pointer"", ""hostess""]",masculine,"[""hunter"", ""men"", ""smirk""]",50,3,471,10,1.0,0.0,261,"[""smirk"", ""men"", ""pointer""]","{""hunter"": ""Visually Non-Salient"", ""men"": ""Visually Non-Salient"", ""smirk"": ""Visually Non-Salient""}"
"[""cave"", ""hunter"", ""men"", ""valley"", ""postman"", ""railroad"", ""dressing"", ""smirk"", ""pointer"", ""hostess""]",scenic,"[""cave"", ""valley""]",0,2,472,10,1.0,0.0,262,"[""valley"", ""cave""]","{""valley"": ""Non Visual, Concept Related"", ""cave"": ""Visually Non-Salient""}"
"[""cave"", ""hunter"", ""men"", ""valley"", ""postman"", ""railroad"", ""dressing"", ""smirk"", ""pointer"", ""hostess""]",deer,"[""hunter"", ""pointer""]",67,2,473,10,1.0,0.0,263,"[""pointer"", ""smirk""]","{""hunter"": ""Visually Non-Salient"", ""pointer"": ""Non Visual, Concept Related""}"
"[""hot dog"", ""sponge"", ""marsh"", ""shooter"", ""nebula"", ""jar"", ""detective"", ""basketball"", ""dust"", ""ankle""]",columbine,"[""shooter"", ""detective""]",100,2,476,10,1.0,0.0,264,"[""nebula"", ""dust""]","{""detective"": ""Non Visual, Concept Related"", ""shooter"": ""Non Visual, Concept Related""}"
"[""hot dog"", ""sponge"", ""marsh"", ""shooter"", ""nebula"", ""jar"", ""detective"", ""basketball"", ""dust"", ""ankle""]",aim,"[""shooter"", ""basketball""]",67,2,477,10,1.0,0.0,265,"[""basketball"", ""sponge""]","{""basketball"": ""Non Visual, Concept Related"", ""shooter"": ""Visually Non-Salient""}"
"[""gear"", ""valley"", ""cape"", ""hive"", ""godfather"", ""hose"", ""cuff"", ""washing"", ""jet"", ""train""]",fast,"[""jet"", ""train""]",67,2,480,10,1.0,0.0,266,"[""cape"", ""gear""]","{""jet"": ""Non Visual, Concept Related"", ""train"": ""Non Visual, Concept Related""}"
"[""gear"", ""valley"", ""cape"", ""hive"", ""godfather"", ""hose"", ""cuff"", ""washing"", ""jet"", ""train""]",delays,"[""jet"", ""train""]",67,2,481,10,1.0,0.0,267,"[""train"", ""jet""]","{""jet"": ""Non Visual, Concept Related"", ""train"": ""Non Visual, Concept Related""}"
"[""gear"", ""valley"", ""cape"", ""hive"", ""godfather"", ""hose"", ""cuff"", ""washing"", ""jet"", ""train""]",secrets,"[""cape"", ""godfather""]",0,2,483,10,1.0,0.0,268,"[""cape"", ""godfather""]","{""cape"": ""Visually Non-Salient"", ""godfather"": ""Visually Non-Salient""}"
